code,english_name,bangla_name,edible_portion_coefficient,energy_kcal,energy_kj,water_g,protein_g,fat_g,carbohydrate_available_g,total_dietary_fibre_g,ash_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,vitamin_a_mcg,retinol_mcg,beta_carotene_equiv_mcg,vitamin_d_mcg,vitamin_e_mg,thiamin_mg,riboflavin_mg,niacin_equiv_mg,vitamin_b6_mg,folate_mcg,vitamin_c_mg,source_pages
08_0032,Orange sweet ripe ,মাল্টা পাকা,0.67,49,208,86.3,0.2,0.1,10.7,2.4,0.3,31,0.1,10,14,181,2,0.07,0.05,11,0,135,0,0.18,0.15,0.01,0.4,0.082,46,54,"103,104,105"
08_0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,104,105",
08_0034,Taal paka,তাল পাকা,0.35,78,332,79.7,0.5,0.4,17.8,0.7,0.9,16,1.7,14,58,239,2,0.27,0.13,,,,,,,,,,,,"103,104,105"
08_0035,Papaya ripe ,পেঁপে পাকা,0.75,33,139,90.5,0.6,0.1,6.5,1.7,0.6,29,0.3,10,11,182,4,0.17,0.03,60,0,721,0,0.3,0.08,0.03,0.5,0.019,58,61.8,"103,104,105"
08_0036,Persimmon ripe ,গাব বিলাতি পাকা,0.84,67,284,81.2,0.7,0.2,13.9,3.6,0.5,24,0.2,15,17,180,5,0.07,0.14,81,0,977,0,1.8,0.03,0.14,0.3,0.03,8,12.8,"103,104,105"
08_0037,Pineapple Joldugee ripe ,আনারস জলদগী পাকা,0.6,43,181,88.7,0.8,0.4,8.3,1.4,0.3,20,1.6,12,7,122,42,0.6,0.24,,,,,,,,,,,,"103,104,105"
08_0038,Pineapple ripe ,আনারস পাকা,0.62,47,197,87.2,1,0.1,9.7,1.4,0.6,18,0.7,32,9,175,13,0.22,0.12,5,0,61,0,0.1,0.2,0.12,0.4,0.09,12,33.9,"103,104,105"
08_0039,Pomegranate ripe with seed ,বেদানা পাকা বিচি সহ,0.8,67,283,80.9,1.6,0.2,12.7,4,0.6,21,0.3,44,70,133,1,0.82,0.34,3,0,33,0,0.6,0.02,0.1,0.5,0.105,38,26,"103,104,105"
08_0040,Pomelo ,জাম্বুরা,0.77,38,159,89.9,0.4,0.3,7.7,1,0.6,36,0.2,15,21,235,1,0.06,0.06,3,0,40,0,0.24,0.06,0.04,0.3,0.036,26,121.7,"103,104,105"
08_0041,Tamarind pulp ripe ,তেঁতুল পাকা,0.41,270,1140,27.9,3.2,0.4,60.8,5.1,2.6,127,4,86,120,700,19,0.11,0.09,1,0,16,0,0.09,0.35,0.12,1.9,0.068,15,11.2,"103,104,105"
08_0042,Watermelon ripe ,তরমুজ লাল পাকা,0.78,22,93,94.2,0.5,0.2,4.4,0.4,0.3,12,0.4,11,12,107,17,0.15,0.12,29,0,352,0,0.05,0.02,0.04,0.3,0.045,3,23.9,"103,104,105"
08_0043,Wood apple ripe ,বেল পাকা,0.64,111,469,68.5,2.9,0.3,20.9,7,0.6,41,0.4,13,50,493,7,0.26,0.15,,,,,,,,,,,,"103,104,105"
09_0001,Anchovy Gangetic hairfin dried,ফেসা শুঁটকি,1,328,1390,10.3,70.9,4.9,0,0,11.9,,,,,,,,,,,,,,,,,,,,"110,111,112"
09_0002,Anchovy Gangetic hairfin ,ফেসা (ফাঁইস্যা মাছ),1,105,441,74.8,17.7,3.8,0,0,3,452,1.8,39,217,276,51,3.2,0.2,,,,,,,,,,,,"110,111,112"
09_0003,Anchovy Gold spotted grebadier ,বৈরাগী (অলুয়া),,,,,,,,,449,4.5,38,238,276,60,1.25,0.09,,,,,,,,,,,,"110,111,112",
09_0004,Anchovy Scaly hairfin ,ফেসা তেলি,1,101,427,75.3,19.3,2.7,0,0,2.8,327,2.3,38,175,338,40,1.6,0.2,,,,,,,,,,,,"110,111,112"
09_0006,Barb Olive ,সোর পুঁটি মাছ,0.54,175,729,70.6,17.4,11.7,0,0,1.3,24,0.6,21,156,195,43,0.74,0.03,,,,,,,,,,,,"110,111,112"
09_0008,Barb Pool barb,পুঁটি মাছ,0.77,94,395,76.6,17.6,2.6,0,0,1.4,110,2,38,96,238,53,3,0.07,,,,,,,,,,,,"110,111,112"
09_0009,Bata ,বাটা,0.77,106,446,74.6,15.9,4.7,0,0,2.1,493,1.2,33,200,201,83,0.94,0.17,,,,,,,,,,,,"110,111,112"
09_0010,Boal Fish,বোয়াল কাঁটা ছাড়া,0.59,80,339,80.8,15.4,2.1,0,0,1.3,83,0.8,37,134,146,63,0.27,0.05,,,,,,,,,,,,"110,111,112"
09_0011,Bronze feather back Fish,ফলি বা ফলুই মাছ,0.79,80,340,75.8,17.8,1,0,0,2.7,590,1,35,450,310,34,0.74,0.05,,,,,,,,,,,,"110,111,112"
09_0012,Calbasu Fish,কালবাউশ মাছ,0.9,95,400,76.7,17,3,0,0,1.2,13,1.1,27,141,287,100,0.36,0.1,,,,,,,,,,,,"110,111,112"
09_0013,Catfish Bacha ,মাগুর মাছ,0.76,122,512,72.2,16.1,6.4,0,0,2.2,,,,,,,,,,,,,,,,,,,,"110,111,112"
09_0014,Pabda Catfish,পাবদা মাছ,0.61,95,398,73.7,17.3,2.8,0,0,2.3,267,1.2,18,266,353,105,1.25,0.09,,,,,,,,,,,,"110,111,112"
09_0015,Catla ,কাতলা,0.59,103,433,76.7,19.9,2.6,0,0,1.3,530,0.6,36,235,293,56,0.48,0.03,,,,,,,,,,,,"110,111,112"
09_0016,Chanda fish ,চান্দা মাছ,1,115,481,74.8,15.5,5.9,0,0,4.8,,,,,,,,,,,,,,,,,,,,"113,114,115"
09_0017,Koi Fish (deshi),কৈ মাছ (দেশি) ,0.57,130,542,73,17.5,6.6,0,0,2,410,1.2,53,390,214,52,1.13,0.04,,,,,,,,,,,,"113,114,115"
09_0018,Koi Fish (Thai),কৈ মাছ (থাই) ,0.57,139,581,73,17.5,7.7,0,0,1.5,64,1.2,53,161,214,52,1.13,0.04,,,,,,,,,,,,"113,114,115"
09_0019,Chital Fish,চিতল মাছ,0.8,96,405,77.3,17.8,2.8,0,0,1,104,1.6,23,197,203,114,0.61,0.02,,,,,,,,,,,,"113,114,115"
09_0020,Common carp,কমন কার্প মাছ,0.54,88,374,79,18.7,1.5,0,0,1.2,47,0.9,25,240,228,93,0.73,0.06,2,2,0,6.6,0.63,0.12,0.06,5.8,0.18,15,0,"113,114,115"
09_0021,Poa Fish,টেংরা মাছ,0.49,100,422,75.8,18.6,2.9,0,0,1.2,32,0.4,28,162,341,77,0.65,0.02,17,17,0,0.6,1.17,0.07,0.11,7.7,0.344,17,0,"113,114,115"
09_0022,Day's mystus combined species,,0.82,114,478,73.6,18.2,4.6,0,0,4,627,2.8,22,348,323,54,0.77,0.18,,,,,,,,,,,,"113,114,115"
09_0023,Fish Catla Mrigal Rohu dorsal,কাতলা মৃগেল রুই মাছ  ডরসাল,,,,,,,,,38,0.9,41,164,267,50,0.27,0.02,6,6,3,2.1,0.69,0.07,0.09,4.9,0.196,16,0,"113,114,115",
09_0024,Fish Catla Mrigal Rohu ventral,কাতলা মৃগেল রুই মাছ  ভেন্ট্রাল,,,,,,,,,43,1,45,186,303,57,0.27,0.02,10,10,5,3.7,1.21,0.08,0.1,5.6,0.222,18,0,"113,114,115",
09_0025,Kachki bivinno projati,কাচকি মাছ ,1,93,393,80.4,16.1,3.2,0,0,1.6,489,2.4,26,450,134,38,3.1,0.05,38,35,35,2.4,0.77,0.03,0.05,3.5,0.243,7,0,"113,114,115"
09_0026,Gangetic ailia ,কাজলি মাছ,0.76,117,488,76.6,15.3,6.2,0,0,2,,,,,,,,,,,,,,,,,,,,"113,114,115"
09_0027,Gangetic mystus ,গুলশা মাছ ,0.68,86,363,78.6,15.4,2.7,0,0,2.4,300,1.3,18,210,265,50,0.88,0.14,,,,,,,,,,,,"113,114,115"
09_0028,Giant river-catfish ,গুজি আইড় মাছ ,0.77,75,318,78.1,15.9,1.3,0,0,1.2,380,0.7,36,180,271,84,0.23,0.06,,,,,,,,,,,,"116,117,118"
09_0030,Giant sea perch ,ভেটকি মাছ,0.5,96,406,77.2,18.6,2.5,0,0,1.7,24,1,58,194,237,96,0.16,0.12,8,8,0,1.5,2.35,0.04,0.18,0.7,0.12,5,0,"116,117,118"
09_0031,Goby Tank goby ,বেলে মাছ,0.71,81,341,79.6,14.7,2.5,0,0,2.7,397,1.2,12,335,269,79,0.93,0.07,,,,,,,,,,,,"116,117,118"
09_0032,Gourami Banded gourami eyes,বড় খলশে মাছ,0.57,105,438,75.2,15.8,4.6,0,0,1.4,422,0.9,36,498,201,34,1.35,0.51,,,,,,,,,,,,"116,117,118"
09_0033,Hilsha without bones ,ইলিশ মাছ,0.76,223,926,62.7,18,16.8,0,0,1.9,86,1.3,26,195,162,52,0.54,0.18,,,,,,,,,,,,"116,117,118"
09_0034,Indian river shad ,চাপিলা  মাছ,1,106,442,76.9,15.4,4.9,0,0,4.4,,,,,,,,,,,,,,,,,,,,"116,117,118"
09_0035,Indian threadfin,ট্রেডফিন (ইন্ডিয়ান স্যামন),,,,,,,,,53,0.5,29,208,278,75,1.35,0.05,,,,,,,,,,,,"116,117,118",
09_0036,Indo-pacific king mackerel,ম্যাকারেল (সুরমা মাছ),,,,,,,,,35,0.8,40,259,306,78,0.78,0.02,,,,,,,,,,,,"116,117,118",
09_0037,Kuria labeo ,গোনিয়া (ঘনিয়া মাছ),0.44,109,459,76.5,17.6,4.3,0,0,1.1,30,0.3,42,175,203,60,0.06,0.09,,,,,,,,,,,,"116,117,118"
09_0038,Ayre Fish,আইর মাছ,0.77,89,373,78.1,17,2.3,0,0,1.2,11,0.9,36,102,271,84,0.23,0.09,,,,,,,,,,,,"116,117,118"
09_0039,Mackerel narrow-barred Spanish ,ম্যাকারেল স্প্যানিশ,,,,,,,,,92,2,48,161,285,145,0.4,0.02,,,,,,,,,,,,"116,117,118",
09_0040,Minnow Finescale razorbelly ,চেলা ফুলচেলা মাছ,0.72,95,397,77.6,15.3,3.7,0,0,3,,,,,,,,,,,,,,,,,,,,"116,117,118"
09_0042,Minnow Large scale razorbelly ,চেলা নারকেলি মাছ,0.72,119,501,71.7,18.1,5.2,0,0,2.1,352,5.4,41,202,578,156,3.1,0.12,,,,,,,,,,,,"119,120,121"
09_0043,Mola Fish,মলা মাছ,0.62,108,452,77.5,17.1,4.4,0,0,2.7,,,,,,,,,,,,,,,,,,,,"119,120,121"
09_0044,Mrigal carp Fish,মৃগেল মাছ,0.59,102,428,78.4,18.6,3,0,0,1.6,655,1.8,38,280,236,63,0.29,0.02,,,,,,,,,,,,"119,120,121"
09_0045,Mullet Gold spot ,পারশে মাছ,,,,,,,,,1050,2.1,42,490,764,41,1.43,0.14,,,,,,,,,,,,"119,120,121",
09_0046,Mussel/Clam mixed species ,ঝিনুক,0.32,60,255,83.3,11.6,1.5,0,0,0.9,31,1.3,15,157,37,477,0.4,0.04,,,,,,,,,,,,"119,120,121"
09_0047,Pangas ,পাঙ্গাস মাছ,0.44,162,676,70.8,15.9,11,0,0,1,14,0.1,29,130,169,46,1.85,0.07,,,,,,,,,,,,"119,120,121"
09_0049,Pomfret Black ,কালো রূপচাঁদা মাছ,0.49,112,471,78.9,19.6,3.7,0,0,1.1,286,0.9,25,306,166,131,0.48,0.02,,,,,,,,,,,,"119,120,121"
09_0050,Pomfret Chinese Silver ,রূপচাঁদা চীনা সাদা,0.92,103,432,74.9,15.9,4.4,0,0,1.5,200,0.4,26,290,183,145,0.59,0.03,,,,,,,,,,,,"119,120,121"
09_0052,Pomfret Silver without bones ,পমফ্রেট সিলভার,,,,,,,,,13,0.5,25,170,190,151,0.27,0.09,,,,,,,,,,,,"119,120,121",
09_0053,Prawn Birma river prawn ,বার্মা নদীর চিংড়ি ,,,,,,,,,16,0.6,19,141,375,98,1.06,0.57,,,,,,,,,,,,"119,120,121",
09_0054,Prawn Giant river prawn ,দৈত্য নদীর চিংড়ি ,,,,,,,,,18,0.7,22,166,441,116,1.25,0.68,,,,,,,,,,,,"119,120,121",
09_0055,Prawn Giant tiger prawn ,দৈত্য বাঘের চিংড়ি ,,,,,,,,,17,0.6,43,141,423,117,1.73,0.63,,,,,,,,,,,,"119,120,121",
09_0056,Prawn Hairy river prawn ,লোমশ নদীর চিংড়ি ,,,,,,,,,15,0.5,18,132,352,92,1,0.54,,,,,,,,,,,,"119,120,121",
09_0057,Prawn Indian white prawn ,ভারতীয় সাদা চিংড়ি ,,,,,,,,,304,0.5,41,922,545,196,2.25,0.52,,,,,,,,,,,,"119,120,121",
09_0058,Prawn Monsoon river prawn ,বর্ষা নদীর চিংড়ি ,,,,,,,,,15,0.5,18,133,355,93,1.01,0.54,,,,,,,,,,,,"122,123,124",
09_0059,Rohu river ,রুই নদীর,0.8,90,381,76.7,16.6,2.7,0,0,1.2,650,1,12,175,288,101,1.13,0.35,,,,,,,,,,,,"122,123,124"
09_0060,Rohu without bones ,রুই মাছ,0.44,105,444,76.3,20.6,2.6,0,0,0.9,30,0.4,37,175,309,38,1.13,0.35,,,,,,,,,,,,"122,123,124"
09_0061,Shrimp Speckled ,চিংড়ি ,,,,,,,,,421,0.6,26,941,503,117,1.36,0.56,,,,,,,,,,,,"122,123,124",
09_0062,Silver carp without bones ,সিলভার কার্প মাছ,0.78,123,517,75.6,17.5,6,0,0,1.1,22,1.5,27,182,225,115,0.28,0.02,,,,,,,,,,,,"122,123,124"
09_0063,Silver needle fish eyes included,সিলভার নিডল ফিশ,,,,,,,,,210,0.8,25,470,243,55,0.94,0.1,,,,,,,,,,,,"122,123,124",
09_0064,Spotted snakehead ,টাকি মাছ,,,,,,,,,624,1.5,35,440,245,68,1.08,0.16,,,,,,,,,,,,"122,123,124",
09_0065,Stinging catfish ,শিং মাছ,0.75,101,423,76.7,17.2,3.5,0,0,2.5,,,,,,,,,,,,,,,,,,,,"122,123,124"
09_0066,Stone roller ,তাটকিনি,0.77,97,405,76.2,15.3,3.9,0,0,2.6,195,2.2,52,124,834,35,1.09,0.09,,,,,,,,,,,,"122,123,124"
09_0067,Striped snake-head ,শোল মাছ,0.77,101,424,78.4,17.7,3.3,0,0,1.4,104,1,43,130,362,50,0.31,0.2,,,,,,,,,,,,"122,123,124"
09_0068,Tilapia Fish,তেলাপিয়া মাছ,0.3,110,466,76.2,20.8,3,0,0,1.1,19,0.5,36,350,341,55,1.4,0.11,2,2,0,5.5,0.71,0.97,0.09,8,0.111,24,0,"122,123,124"
09_0069,Tuna Fish,টুনা মাছ,0.58,118,497,72,25,2,0,0,1.3,16,1.3,33,312,427,47,0.27,0.15,,,,,,,,,,,,"122,123,124"
09_0070,Walking catfish ,মাগুর মাছ,0.79,103,434,77.6,15.6,4.6,0,0,1.1,27,0.8,25,180,344,71,0.53,0.06,,,,,,,,,,,,"122,123,124"
09_0071,Small fish fry,কাচকি মাছ ভাজা,1,107,449,79.3,7.4,6.1,5.3,0.9,1.6,215,1.3,20,186,148,242,1.6,0.18,15,13,24,0.9,0.5,0.03,0.05,0.4,0.165,7,5.3,"113,114,115"
09_0072,Fish ball,মাছের কোপ্তা,1,220,923,48.5,15.7,6.7,21.7,5,2.1,48,2.5,73,211,296,345,1.96,0.52,34,23,121,0.2,0.89,0.24,0.15,2,0.18,15,5.2,"113,114,115"
10_0001,Beef liver ,গরুর কলিজা,1,130,547,70.8,20.4,3.6,3.9,0,1.3,4,3.5,18,387,313,69,3.71,1.5,4968,4948,244,1.2,0.38,0.19,2.76,13.2,1.083,290,1.3,"129,130,131"
10_0002,Beef meat lean boneless ,গরুর মাংস চর্বিহীন (হাড় ছাড়া),1,103,436,76,20.7,2.3,0,0,1,4,2,15,190,395,52,3.52,0.14,0,0,0,0.4,0.23,0.06,0.19,10.03,0.32,7,0,"129,130,131"
10_0003,Beef meat 15-20% fat boneless ,গরুর মাংস (হাড় ছাড়া),1,207,860,65.4,19.7,14.2,0,0,0.9,5,2.2,22,170,309,69,4.6,0.07,15,15,0,0.6,0.35,0.05,0.2,9.3,0.32,9,0,"129,130,131"
10_0004,Beef mince lean ,চর্বিহীন গরুর কিমা,1,126,530,75,20.3,5,0,0,1,9,2.4,22,198,346,66,5.09,0.08,0,0,0,0.1,0.28,0.04,0.16,5.5,0.392,5,0,"129,130,131"
10_0005,Buffalo meat ,মহিষের মাংস,1,95,400,78.7,19.4,1.9,0,0,1,12,1.6,32,189,297,53,1.93,0.15,0,0,0,0.1,0.05,0.04,0.2,6,0.53,8,0,"129,130,131"
10_0006,Chicken breast ,মুরগির ব্রেস্ট,0.76,106,447,72.9,22.3,1.8,0,0,1.1,15,0.5,32,173,315,37,1.7,0.06,25,25,0,0.1,0.12,0.12,0.07,11.4,0.315,7,0,"129,130,131"
10_0007,Chicken leg piece,মুরগির রান,0.72,128,537,71.9,19.2,5.7,0,0,1,18,1,29,180,299,55,2.09,0.22,23,23,0,0.1,0.24,0.09,0.12,9.5,0.35,4,0,"129,130,131"
10_0008,Chicken liver ,মুরগির কলিজা,1,114,479,76.5,16.9,4.8,0.7,0,1.1,18,9,19,297,230,71,2.5,0.29,3296,3290,67,0,0.7,0.31,1.78,9.7,0.853,588,17.9,"129,130,131"
10_0009,Duck meat ,হাঁসের মাংস,0.84,130,545,72.3,21.6,4.8,0,0,1.2,4,2.4,19,235,271,74,1.9,0.25,24,24,0,0.1,0.02,0.36,0.45,8.8,0.34,25,0,"129,130,131"
10_0010,Frog legs ,ব্যাঙের রান,,,,,,,,,18,1.5,20,147,285,58,1.37,0.05,15,15,0,0.2,1,0.14,0.25,1.2,0.12,15,0,"129,130,131",
10_0011,Goat meat lean ,খাসির মাংস,0.69,118,497,74.2,21.4,3.6,0,0,1.1,12,2.8,27,193,385,82,4,0.26,,,,,,,,,,,,"129,130,131"
10_0012,Lamb/mutton meat moderately fat raw,ভেড়ার মাংস,0.75,196,814,71.5,18.5,13.5,0,0,1.3,13,2.2,19,150,136,41,3.92,0.08,9,9,0,0.2,0.31,0.18,0.14,4.1,0.125,6,0,"129,130,131"
10_0013,Lamb/Mutton liver,ভেড়ার কলিজা,1,150,628,70.4,19.3,7.5,1.3,0,1.5,10,6.3,19,380,290,73,4,9.67,8250,8240,103,2,0.93,0.36,1.7,20.7,0.9,205,20,"129,130,131"
10_0014,Pigeon meat ,পায়রার মাংস,,,,,,,,,12,2.5,30,290,283,60,2.94,0.47,,,,,,,,,,,,"129,130,131",
10_0015,Pork meat less than 5% fat ,শুকরের মাংস,1,114,481,77.4,18.7,4.4,0,0,1,30,2.2,18,200,261,60,2.57,0.07,0,0,0,0.04,0,0.53,0.16,5.2,0.311,1,0,"129,130,131"
10_0016,Beef handi kabab,হান্ডি কাবাব (গরু),1,233,968,60.4,12.7,16.9,6.6,1.8,1.7,25,2,25,88,220,345,3.02,0.21,12,7,66,0.3,0.52,0.04,1,1.8,0.109,10,2.2,"129,130,131"
11_0001,Egg chicken farmed ,ফার্মের মুরগির ডিম ,0.87,139,579,72.3,14.5,9,0,0,0.8,29,1.5,21,220,110,116,2.36,0.3,165,165,0,1.9,0.83,0.18,0.4,3.8,0.149,50,0,"136,137"
11_0002,Egg chicken native ,দেশি মুরগির ডিম ,0.87,158,655,76.1,13.3,11.6,0,0,0.9,60,1.7,11,220,97,135,2.03,0.3,213,213,0,2.4,1.2,0.18,0.4,3.8,0.149,50,0,"136,137"
11_0003,Egg chicken native yolk ,দেশি মুরগির ডিমের কুসুম,1,325,1350,51.9,16,27.8,2.6,0,1.7,120,4.8,11,477,113,48,3.33,0.13,496,486,124,5.4,4.16,0.23,0.49,4.1,0.3,109,0,"136,137"
11_0004,Egg duck whole ,হাঁসের ডিম,0.89,188,782,69.7,13.5,14.3,1.4,0,1.1,65,2.4,11,220,222,134,1.41,0.06,362,360,21,1.8,1.39,0.12,0.26,4.7,0.25,80,0,"136,137"
11_0005,Egg chicken farmed boiled ,মুরগির ডিম (সিদ্ধ ),0.87,158,658,68.5,16.5,10.2,0,0,0.9,35,1.8,24,238,120,128,2.54,0.33,178,178,0,2,0.94,0.17,0.36,3.4,0.136,45,0,"136,137"
11_0006,Egg chicken native boiled ,দেশি মুরগির ডিম (সিদ্ধ),0.87,179,745,72.9,15.1,13.2,0,0,1,68,1.9,13,238,105,148,2.19,0.33,229,229,0,2.6,1.36,0.17,0.36,3.4,0.136,45,0,"136,137"
11_0007,Egg duck whole boiled ,হাঁসের ডিম (সিদ্ধ),0.89,214,889,65.6,15.3,16.2,1.6,0,1.2,73,2.7,13,238,240,147,1.52,0.07,391,389,22,1.9,1.58,0.11,0.24,4.5,0.227,73,0,"136,137"
12_0001,Buttermilk fluid low fat,ঘোল,1,33,137,92.2,3.4,0.7,3.1,0,0.6,103,0,12,92,152,68,0.41,0.01,8,8,1,0,0.01,0.04,0.17,0.9,0.042,6,0.7,"140,141,142"
12_0002,Cheese cottage 25% fat,পনির,1,346,1440,40.3,24.6,25.1,5.4,0,4.6,790,0.3,22,414,83,509,3.55,0.03,25,205,190,182,0.3,0.49,0.02,0.47,6.5,40,0,"140,141,142"
12_0003,Curd sweetened whole milk,দই মিষ্টি,1,94,396,80.6,3.2,4,11.4,0,0.8,103,0.1,13,90,131,51,0.45,0.05,32,31,14,0,0.08,0.05,0.16,0.8,0.053,9,1,"140,141,142"
12_0004,Milk buffalo whole fat,মহিষের দুধ,1,101,421,83.3,3.8,7.5,4.7,0,0.8,206,0.2,18,246,178,52,0.22,0.05,,,,,,,,,,,,"140,141,142"
12_0005,Milk cow powder skimmed,গরুর দুধ গুঁড়া স্কিমড,1,358,1520,3.8,37.6,1,49.8,0,7.9,1370,1.1,110,956,1600,435,4.7,0.1,0,0,0,0,0.1,0.45,1.64,9.7,0.645,21,5,"140,141,142"
12_0006,Milk cow powder whole,গরুর দুধ গুঁড়া ফুল,1,497,2080,3.2,26.6,26.7,37.5,0,5.9,959,0.7,92,758,1180,365,3.71,0.06,238,228,124,0,0.59,0.31,1.37,6.8,0.276,38,10.7,"140,141,142"
12_0007,Milk cow skimmed,গরুর দুধ স্কিমড,1,30,125,92.1,3.1,0.1,4.1,0,0.6,103,0.1,13,90,131,51,0.45,0.05,0,0,0,0,0.01,0.06,0.28,0.8,0.053,9,1,"140,141,142"
12_0008,Milk cow whole fat pasteurized,পাস্তুরিত গরুর দুধ ,1,63,263,88.3,3.1,3.7,4.3,0,0.6,103,0.1,13,90,131,51,0.45,0.05,32,30,16,0,0.08,0.06,0.28,0.8,0.053,9,2,"140,141,142"
12_0009,Milk cow whole condensed,কনডেন্সড গরুর দুধ,1,334,1410,26.5,8.2,9.4,54,0,1.8,287,0.2,28,247,366,134,0.97,0.02,95,92,42,0.2,0.19,0.09,0.44,2.3,0.051,13,3.3,"140,141,142"
12_0010,Milk goat combined breeds,ছাগলের দুধ,1,68,285,87.2,3.5,4.1,4.3,0,0.9,152,0.2,14,111,204,50,0.3,0.05,32,30,18,0.06,0.03,0.05,0.09,1,0.046,1,1.2,"140,141,142"
12_0011,Milk human colostrum ,শালদুধ,1,58,242,88.2,2,2.6,6.6,0,0.6,28,0.1,3,14,70,47,0.6,0.05,166,155,135,0,1.3,0,0.03,1,0,2,7,"140,141,142"
12_0012,Milk human mature ,মায়ের দুধ,1,69,260,87.4,1.2,4,7.2,0,0.2,32,0.1,3,15,56,16,0.26,0.04,56,54,19,0.1,0.34,0.02,0.03,0.7,0.01,5,4.3,"140,141,142"
12_0013,Payesh,পায়েস,1,205,864,53.8,4.3,4.7,36.2,0.2,0.9,132,0.2,31,120,169,65,0.65,0.11,39,38,20,0,0.1,0.07,0.33,0.3,0.056,7,1.7,"140,141,142"
13_0001,Butter salted,নোনতা মাখন,1,733,3010,,,,,,,,,,,,,,,,,,,,,,,,,,