code,name_en,name_bn,name_original,food_group_en,food_group_bn,food_group_code,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,water_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,folate_mcg,edible_portion,is_raw,is_cooked,is_recipe,is_partial
03_0035,"Carrot, boiled* (without salt)","Gajor siddha, lobon chara","Carrot, boiled* (without salt) Gajor siddha, lobon chara",Vegetables,সবজি,03,43.0,1.1,0.3,7.3,3.1,87.3,34.0,0.5,14.0,39.0,81.0,40.0,0.07,364.0,0.7,0.0,9.0,1.0,False,True,True,False
03_0036,"Cauliflower, boiled* (without salt)","Fulkopi siddha, lobon chara","Cauliflower, boiled* (without salt) Fulkopi siddha, lobon chara",Vegetables,সবজি,03,28.0,2.7,0.3,2.7,2.1,91.4,36.0,0.8,20.0,42.0,214.0,18.0,0.37,1.0,46.6,0.0,32.0,1.0,False,True,True,False
03_0037,"Cowpea, boiled* (without salt)","Borboti siddha, lobon chara","Cowpea, boiled* (without salt) Borboti siddha, lobon chara",Vegetables,সবজি,03,40.0,3.1,0.4,3.0,6.3,86.5,54.0,0.5,43.0,50.0,306.0,20.0,0.9,,,,,1.0,False,True,True,False
03_0038,"Gourd, pointed, boiled* (without salt)","Potol siddha, lobon chara","Gourd, pointed, boiled* (without salt) Potol siddha, lobon chara",Vegetables,সবজি,03,28.0,2.3,0.4,2.5,2.5,91.6,20.0,1.7,15.0,18.0,115.0,26.0,0.39,,,,,1.0,False,True,True,False
03_0039,"Gourd, teasle, boiled* (without salt)","Kakrol siddha, lobon chara","Gourd, teasle, boiled* (without salt) Kakrol siddha, lobon chara",Vegetables,সবজি,03,69.0,2.2,0.5,13.4,1.3,81.5,31.0,2.6,19.0,27.0,144.0,46.0,0.46,15.0,99.0,0.0,10.0,1.0,False,True,True,False
03_0040,"Dheros siddha, lobon chara","Dheros siddha, lobon chara","Dheros siddha, lobon chara",Vegetables,সবজি,03,32.0,1.7,0.1,4.7,2.5,90.0,72.0,0.7,13.0,21.0,99.0,24.0,0.23,15.0,8.7,0.0,26.0,1.0,False,True,False,False
03_0041,"Papaya, unripe, boiled* (without salt)",,"Papaya, unripe, boiled* (without salt)",Vegetables,সবজি,03,32.0,0.8,0.1,6.1,1.6,89.9,17.0,0.6,48.0,15.0,94.0,8.0,0.2,,,,,1.0,False,True,True,False
03_0042,"Plantain, boiled* (without salt)",,"Plantain, boiled* (without salt)",Vegetables,সবজি,03,76.0,1.9,0.3,15.2,2.3,79.3,22.0,0.6,23.0,18.0,161.0,5.0,0.12,53.0,4.3,0.0,12.0,1.0,False,True,True,False
03_0043,"Pumpkin, boiled* (without salt)",,"Pumpkin, boiled* (without salt)",Vegetables,সবজি,03,29.0,2.2,0.5,2.1,3.8,90.4,79.0,1.1,14.0,23.0,371.0,13.0,0.14,554.0,20.1,0.0,14.0,1.0,False,True,True,False
03_0044,"Radish, boiled* (without salt)","Mula siddha, lobon chara","Radish, boiled* (without salt) Mula siddha, lobon chara",Vegetables,সবজি,03,24.0,1.2,0.1,3.3,2.1,92.4,35.0,0.5,14.0,28.0,86.0,33.0,0.38,0.0,9.2,0.0,17.0,1.0,False,True,True,False
03_0045,"Tomato, red, ripe, boiled* (without Paka tomato siddha, lobon",,"Tomato, red, ripe, boiled* (without Paka tomato siddha, lobon",Vegetables,সবজি,03,30.0,2.1,0.5,2.7,3.1,90.6,24.0,0.4,12.0,41.0,200.0,11.0,0.66,16.0,14.1,0.0,15.0,1.0,False,True,True,False
03_0046,Lady’s finger-tomato bhuna * Dheros-tomato bhuna,Lady’s finger-tomato bhuna * Dheros-tomato bhuna,Lady’s finger-tomato bhuna * Dheros-tomato bhuna,Vegetables,সবজি,03,127.0,3.4,7.4,9.0,5.0,72.1,128.0,1.4,31.0,50.0,319.0,565.0,0.67,26.0,24.5,0.0,60.0,1.0,False,True,True,False
03_0047,"Gourd, bitter, boiled* (without salt)","Korola siddha, lobon chara","Gourd, bitter, boiled* (without salt) Korola siddha, lobon chara",Vegetables,সবজি,03,35.0,2.3,0.4,4.1,3.0,89.0,20.0,1.8,29.0,20.0,141.0,33.0,0.34,,,,,1.0,False,True,True,False
03_0048,"Gourd, bitter, fry*","Gourd, bitter, fry*","Gourd, bitter, fry*",Vegetables,সবজি,03,130.0,3.1,9.1,7.1,4.1,74.0,27.0,2.9,48.0,34.0,304.0,469.0,0.61,30.0,103.2,0.0,45.0,1.0,False,True,True,False
04_0001,"Agathi, raw",Bok ful shak,"Agathi, raw Bok ful shak",Leafy Vegetables,শাক,04,88.0,8.4,1.8,5.7,7.9,73.1,,,,,,,,,,,,1.0,True,False,False,False
04_0003,"Amaranth, leaves, spiney, raw",Kanta notay shak,"Amaranth, leaves, spiney, raw Kanta notay shak",Leafy Vegetables,শাক,04,51.0,4.8,0.3,5.2,4.4,81.8,640.0,14.4,265.0,72.0,679.0,56.0,0.32,,,,,0.79,True,False,False,False
04_0004,"Amaranth, leaves, red, raw",Lal shak,"Amaranth, leaves, red, raw Lal shak",Leafy Vegetables,শাক,04,32.0,4.5,0.3,0.5,4.2,88.8,256.0,6.0,181.0,32.0,261.0,59.0,0.96,,,,,0.69,True,False,False,False
04_0005,"Amaranth, leaves, green, raw",Sobuj data shak,"Amaranth, leaves, green, raw Sobuj data shak",Leafy Vegetables,শাক,04,25.0,2.0,0.3,1.5,4.4,91.0,171.0,8.4,181.0,47.0,321.0,36.0,0.98,,,,,0.79,True,False,False,False
04_0006,"Dock leaves, raw","Chukai shak, bivinno projati","Dock leaves, raw Chukai shak, bivinno projati",Leafy Vegetables,শাক,04,46.0,3.1,0.7,5.9,1.8,86.4,74.0,6.7,82.0,48.0,602.0,14.0,0.43,,,,,1.0,True,False,False,False
04_0007,Beet greens leaves Beet shak,Beet greens leaves Beet shak,Beet greens leaves Beet shak,Leafy Vegetables,শাক,04,31.0,2.8,0.5,2.1,3.7,88.7,249.0,2.6,70.0,36.0,762.0,226.0,0.41,,,,,0.54,False,False,False,False
04_0008,"Bengal dayflower, leaves, raw",Bat baitta shak,"Bengal dayflower, leaves, raw Bat baitta shak",Leafy Vegetables,শাক,04,22.0,2.0,0.3,2.2,1.4,92.3,113.0,7.1,77.0,19.0,473.0,21.0,0.63,,,,,0.71,True,False,False,False
04_0009,"Bitter gourd leaves, green, raw",Korola shak,"Bitter gourd leaves, green, raw Korola shak",Leafy Vegetables,শাক,04,55.0,4.9,0.5,6.1,3.1,84.0,110.0,5.2,167.0,90.0,724.0,31.0,0.95,,,,,0.38,True,False,False,False
04_0010,"Bottle gourd leaves, raw",Lau shak,"Bottle gourd leaves, raw Lau shak",Leafy Vegetables,শাক,04,26.0,2.5,0.6,0.6,4.4,90.2,94.0,3.1,69.0,28.0,276.0,41.0,0.49,,,,,0.71,True,False,False,False
04_0011,"Bugleweed, raw",Sabarang,"Bugleweed, raw Sabarang",Leafy Vegetables,শাক,04,43.0,2.6,1.3,4.6,1.3,88.6,,,,,,,,,,,,0.71,True,False,False,False
04_0012,"Cassava, leaves, raw",Simei alu shak,"Cassava, leaves, raw Simei alu shak",Leafy Vegetables,শাক,04,62.0,4.7,1.2,5.7,4.8,82.4,201.0,4.9,54.0,36.0,303.0,22.0,0.45,,,,,0.85,True,False,False,False
04_0013,"Colocasia leaves, black, raw",Kalo kochu shak,"Colocasia leaves, black, raw Kalo kochu shak",Leafy Vegetables,শাক,04,62.0,5.6,1.2,5.3,3.7,81.8,392.0,2.1,130.0,39.0,763.0,48.0,0.98,,,,,0.7,True,False,False,False
04_0014,"Colocasia leaves, green, raw",Shobuj kochu shak,"Colocasia leaves, green, raw Shobuj kochu shak",Leafy Vegetables,শাক,04,51.0,4.0,1.1,4.4,3.7,84.7,235.0,4.9,61.0,40.0,764.0,47.0,0.68,,,,,0.8,True,False,False,False
04_0015,"Cowpea, leaves, raw",Borboti pata,"Cowpea, leaves, raw Borboti pata",Leafy Vegetables,শাক,04,34.0,3.4,0.7,1.7,3.6,89.0,290.0,5.1,60.0,61.0,475.0,44.0,0.5,,,,,0.8,True,False,False,False
04_0016,"Dima leaves, raw",Dima shak,"Dima leaves, raw Dima shak",Leafy Vegetables,শাক,04,33.0,1.7,1.0,3.6,1.0,91.1,,,,,,,,,,,,0.71,True,False,False,False
04_0017,"Drumstick, leaves, raw",Sajna pata,"Drumstick, leaves, raw Sajna pata",Leafy Vegetables,শাক,04,72.0,6.7,1.8,4.6,5.2,79.7,440.0,0.9,42.0,70.0,259.0,30.0,0.16,,,,,0.75,True,False,False,False
04_0018,"Fern, leaves, raw",Dheki shak,"Fern, leaves, raw Dheki shak",Leafy Vegetables,শাক,04,68.0,1.3,0.6,13.7,1.0,82.3,,,,,,,,,,,,1.0,True,False,False,False
04_0019,"Fenugreek, leaves, raw",Methi shak,"Fenugreek, leaves, raw Methi shak",Leafy Vegetables,শাক,04,50.0,4.4,0.9,5.0,2.1,86.1,395.0,1.9,41.0,51.0,31.0,76.0,0.34,,,,,0.59,True,False,False,False
04_0020,"Indian spinach, raw",Pui shak,"Indian spinach, raw Pui shak",Leafy Vegetables,শাক,04,25.0,2.4,0.3,2.1,2.2,91.8,111.0,2.2,179.0,31.0,187.0,69.0,0.35,,,,,0.71,True,False,False,False
04_0021,"Jute leaves, raw",Pat shak,"Jute leaves, raw Pat shak",Leafy Vegetables,শাক,04,32.0,2.9,0.3,1.7,5.8,87.6,120.0,9.7,42.0,60.0,225.0,60.0,1.47,,,,,0.69,True,False,False,False
04_0022,"Pumpkin leaves, raw",Misti kumra shak,"Pumpkin leaves, raw Misti kumra shak",Leafy Vegetables,শাক,04,29.0,2.4,0.4,2.8,2.1,90.8,40.0,2.2,38.0,104.0,436.0,11.0,0.2,,,,,0.71,True,False,False,False
04_0023,"Radish leaves, raw",Mula shak,"Radish leaves, raw Mula shak",Leafy Vegetables,শাক,04,32.0,1.8,0.7,3.4,2.6,90.7,147.0,2.8,20.0,41.0,260.0,70.0,0.48,,,,,0.9,True,False,False,False
04_0024,"Slender amaranth leaves, raw",Notay shak,"Slender amaranth leaves, raw Notay shak",Leafy Vegetables,শাক,04,47.0,4.1,0.5,4.3,4.4,83.9,227.0,5.4,32.0,50.0,670.0,56.0,1.2,,,,,0.79,True,False,False,False
04_0025,"Spinach, raw",Palong shak,"Spinach, raw Palong shak",Leafy Vegetables,শাক,04,26.0,3.0,0.5,0.9,2.9,90.8,90.0,2.2,52.0,45.0,471.0,171.0,0.9,,,,,0.87,True,False,False,False
04_0026,"Sweet potato leaves, raw",Misti alu shak,"Sweet potato leaves, raw Misti alu shak",Leafy Vegetables,শাক,04,45.0,4.0,0.8,1.8,7.3,84.0,194.0,2.7,50.0,81.0,497.0,47.0,0.32,,,,,1.0,True,False,False,False
04_0027,"Sweet potato leaves, SP4, dark green, mature, raw",Misti alu shak (SP4),"Sweet potato leaves, SP4, dark green, mature, raw Misti alu shak (SP4)",Leafy Vegetables,শাক,04,45.0,3.9,0.4,2.8,7.7,83.3,198.0,2.8,65.0,85.0,690.0,67.0,0.36,4.0,0.9,5380.0,84.0,1.0,True,False,False,False
04_0028,"Sweet potato leaves, SP7, dark green, mature, raw",Misti alu shak (SP7),"Sweet potato leaves, SP7, dark green, mature, raw Misti alu shak (SP7)",Leafy Vegetables,শাক,04,45.0,4.9,0.3,1.2,8.5,82.4,117.0,2.9,38.0,89.0,347.0,63.0,0.34,7.0,3.3,3310.0,88.0,1.0,True,False,False,False
04_0029,"Sweet potato leaves, SP8, light green, mature, raw",Misti alu shak (SP8),"Sweet potato leaves, SP8, light green, mature, raw Misti alu shak (SP8)",Leafy Vegetables,শাক,04,50.0,3.6,0.4,3.9,8.0,82.6,106.0,2.9,47.0,88.0,530.0,51.0,0.26,8.0,2.4,1421.0,87.0,1.0,True,False,False,False
04_0030,"Water spinach, raw",Kolmee shak,"Water spinach, raw Kolmee shak",Leafy Vegetables,শাক,04,43.0,1.9,0.4,6.0,3.7,87.1,107.0,2.2,19.0,36.0,207.0,107.0,0.51,,,,,0.71,True,False,False,False
04_0031,"Watercress, raw",Helencha shak,"Watercress, raw Helencha shak",Leafy Vegetables,শাক,04,49.0,2.0,0.5,8.8,0.5,87.4,31.0,1.9,27.0,52.0,230.0,49.0,0.52,530.0,43.0,0.0,45.0,0.75,True,False,False,False
04_0032,"Lal shak siddha, lobon chara","Lal shak siddha, lobon chara","Lal shak siddha, lobon chara",Leafy Vegetables,শাক,04,37.0,5.3,0.4,0.6,5.0,86.8,287.0,5.3,129.0,34.0,154.0,53.0,0.85,,,,,1.0,False,True,False,False
04_0033,"Amaranth, leaves, green, boiled* Sobuj data shak siddha, lobon",,"Amaranth, leaves, green, boiled* Sobuj data shak siddha, lobon",Leafy Vegetables,শাক,04,30.0,2.3,0.3,1.7,5.1,89.3,192.0,7.4,129.0,50.0,190.0,32.0,0.86,,,,,1.0,False,True,True,False
04_0034,"Notay shak siddha, lobon chara","Notay shak siddha, lobon chara","Notay shak siddha, lobon chara",Leafy Vegetables,শাক,04,55.0,4.8,0.6,5.1,5.1,81.1,255.0,4.8,23.0,53.0,395.0,50.0,1.06,,,,,1.0,False,True,False,False
04_0035,"Spinach, boiled* (without salt)","Palong shak siddha, lobon chara","Spinach, boiled* (without salt) Palong shak siddha, lobon chara",Leafy Vegetables,শাক,04,47.0,5.4,0.9,1.6,5.3,83.1,157.0,3.1,57.0,74.0,430.0,235.0,1.23,,,,,1.0,False,True,True,False
04_0036,"Indian spinach, boiled* (without",,"Indian spinach, boiled* (without",Leafy Vegetables,শাক,04,,,,,,,140.0,2.2,142.0,37.0,123.0,69.0,0.35,,,,,1.0,False,True,True,True
05_0001,"Colocasia/Taro, corm, raw",Kochur mukhi,"Colocasia/Taro, corm, raw Kochur mukhi",Roots & Tubers,মূল ও কন্দ,05,103.0,2.2,0.2,21.0,4.1,71.1,35.0,0.7,33.0,84.0,591.0,11.0,0.23,4.0,6.1,0.0,22.0,0.84,True,False,False,False
05_0002,"Colocasia/Taro/Tannia, cormel, raw",Dudh kochu,"Colocasia/Taro/Tannia, cormel, raw Dudh kochu",Roots & Tubers,মূল ও কন্দ,05,101.0,2.2,0.2,20.6,4.1,71.9,40.0,0.9,33.0,33.0,591.0,9.0,0.23,,,,,0.87,True,False,False,False
05_0003,"Elephant foot, corm, raw",Ole kochu,"Elephant foot, corm, raw Ole kochu",Roots & Tubers,মূল ও কন্দ,05,74.0,1.2,0.1,15.1,4.1,78.7,50.0,0.6,33.0,84.0,591.0,9.0,0.23,,,,,0.8,True,False,False,False
05_0004,"Giant taro, corm, raw",Mann kochu,"Giant taro, corm, raw Mann kochu",Roots & Tubers,মূল ও কন্দ,05,82.0,1.5,0.2,16.6,4.1,76.7,46.0,1.0,33.0,72.0,591.0,9.0,0.23,,,,,0.84,True,False,False,False
05_0005,"Potato, Diamond, raw","Gol alu, Diamond jat, khosa chara","Potato, Diamond, raw Gol alu, Diamond jat, khosa chara",Roots & Tubers,মূল ও কন্দ,05,66.0,1.2,0.2,14.0,2.1,81.7,11.0,0.5,21.0,40.0,286.0,16.0,0.79,2.0,19.1,0.0,18.0,0.84,True,False,False,False
05_0006,"Misti alu, Komola Sundori","Misti alu, Komola Sundori","Misti alu, Komola Sundori",Roots & Tubers,মূল ও কন্দ,05,97.0,0.9,0.3,21.1,3.0,73.7,30.0,0.6,25.0,38.0,214.0,22.0,0.3,719.0,23.0,0.0,11.0,0.84,False,False,False,False
05_0007,"Sweet potato, pale-yellow flesh, raw","Misti alu, holdey","Sweet potato, pale-yellow flesh, raw Misti alu, holdey",Roots & Tubers,মূল ও কন্দ,05,105.0,0.9,0.3,23.1,3.0,71.7,25.0,1.0,27.0,44.0,219.0,22.0,0.14,3.0,20.4,0.0,11.0,0.84,True,False,False,False
05_0008,"Misti alu, lal khosa","Misti alu, lal khosa","Misti alu, lal khosa",Roots & Tubers,মূল ও কন্দ,05,104.0,0.6,0.3,23.4,3.0,71.8,32.0,1.4,27.0,50.0,232.0,22.0,0.4,3.0,35.1,0.0,11.0,0.84,False,False,False,False
05_0009,"Sweet potato, white flesh, raw","Misti alu, sada","Sweet potato, white flesh, raw Misti alu, sada",Roots & Tubers,মূল ও কন্দ,05,98.0,0.6,0.3,21.8,3.0,73.5,25.0,1.5,25.0,50.0,232.0,21.0,0.38,1.0,20.3,0.0,11.0,0.84,True,False,False,False
05_0010,"Yam, tuber, raw","Bon alu, bivinno projati","Yam, tuber, raw Bon alu, bivinno projati",Roots & Tubers,মূল ও কন্দ,05,97.0,1.5,0.2,20.3,4.1,73.1,17.0,0.8,17.0,35.0,353.0,9.0,0.34,3.0,12.8,0.0,23.0,0.81,True,False,False,False
05_0011,"Colocasia/Taro, boiled* (without salt)","Kochur mukhi siddha, lobon chara","Colocasia/Taro, boiled* (without salt) Kochur mukhi siddha, lobon chara",Roots & Tubers,মূল ও কন্দ,05,115.0,2.5,0.2,23.6,4.6,67.5,40.0,0.8,35.0,88.0,530.0,12.0,0.23,4.0,4.8,0.0,16.0,1.0,False,True,True,False
05_0012,"Potato, Diamond, boiled* (without salt)","Gol alu siddha, lobon chara","Potato, Diamond, boiled* (without salt) Gol alu siddha, lobon chara",Roots & Tubers,মূল ও কন্দ,05,67.0,1.2,0.2,14.2,2.1,81.5,14.0,0.6,20.0,38.0,232.0,15.0,0.72,2.0,13.5,0.0,11.0,1.0,False,True,True,False
05_0013,"Sweet potato, pale-yellow flesh, boiled* Misti alu, holdey, siddha, lobon",,"Sweet potato, pale-yellow flesh, boiled* Misti alu, holdey, siddha, lobon",Roots & Tubers,মূল ও কন্দ,05,106.0,0.9,0.3,23.4,3.0,71.4,27.0,1.1,26.0,42.0,177.0,20.0,0.13,3.0,14.4,0.0,7.0,1.0,False,True,True,False
05_0014,"Sweet potato, white flesh, boiled* Misti alu, sada, siddha, lobon",,"Sweet potato, white flesh, boiled* Misti alu, sada, siddha, lobon",Roots & Tubers,মূল ও কন্দ,05,99.0,0.6,0.3,22.1,3.0,73.2,26.0,1.5,24.0,47.0,188.0,19.0,0.35,1.0,14.4,0.0,7.0,1.0,False,True,True,False
05_0015,"Sweet potato, skin purple, flesh pale- Misti alu, lal khosa, siddha,","Sweet potato, skin purple, flesh pale- Misti alu, lal khosa, siddha,","Sweet potato, skin purple, flesh pale- Misti alu, lal khosa, siddha,",Roots & Tubers,মূল ও কন্দ,05,106.0,0.6,0.3,23.6,3.0,71.4,33.0,1.4,26.0,47.0,188.0,20.0,0.37,3.0,24.9,0.0,7.0,1.0,False,True,False,False
05_0016,"Sweet potato, Komola Sundori, orange flesh, boiled","মিষ্টি আলু, কমলা সুন্দরী, সিদ্ধ","flesh, raw Sweet potato, Komola Sundori, orange Misti alu, Komola Sundori, siddha,",Roots & Tubers,মূল ও কন্দ,05,98.0,0.9,0.3,21.4,3.0,73.4,31.0,0.7,24.0,36.0,174.0,20.0,0.27,692.0,16.3,0.0,7.0,1.0,True,True,False,False
05_0017,"Dudh kochu siddha, lobon chara","Dudh kochu siddha, lobon chara","Dudh kochu siddha, lobon chara",Roots & Tubers,মূল ও কন্দ,05,113.0,2.4,0.2,23.1,4.6,68.5,46.0,1.1,35.0,34.0,530.0,10.0,0.23,,,,,1.0,False,True,False,False
05_0018,"Ole kochu siddha, lobon chara","Ole kochu siddha, lobon chara","Ole kochu siddha, lobon chara",Roots & Tubers,মূল ও কন্দ,05,83.0,1.3,0.1,16.9,4.6,76.1,56.0,0.7,35.0,88.0,530.0,10.0,0.23,,,,,1.0,False,True,False,False
05_0019,"Giant taro, corm, boiled* (without salt)","Mann kochu siddha, lobon chara","Giant taro, corm, boiled* (without salt) Mann kochu siddha, lobon chara",Roots & Tubers,মূল ও কন্দ,05,92.0,1.6,0.2,18.6,4.6,73.9,52.0,1.1,35.0,75.0,530.0,10.0,0.23,,,,,1.0,False,True,True,False
05_0020,"Yam, tuber, boiled* (without salt)","Bon alu siddha, lobon chara","Yam, tuber, boiled* (without salt) Bon alu siddha, lobon chara",Roots & Tubers,মূল ও কন্দ,05,109.0,1.7,0.2,22.8,4.6,69.8,21.0,0.9,19.0,36.0,316.0,10.0,0.34,3.0,10.0,0.0,16.0,1.0,False,True,True,False
05_0021,"Potato Mash* Alu siddha, lobon soho","Potato Mash* Alu siddha, lobon soho","Potato Mash* Alu siddha, lobon soho",Roots & Tubers,মূল ও কন্দ,05,84.0,1.4,0.8,16.6,2.5,77.0,14.0,0.6,23.0,44.0,273.0,310.0,0.85,3.0,16.5,0.0,14.0,1.0,False,True,True,False
06_0001,"Sunflower seeds, dried",Surjomukhi bij,"Sunflower seeds, dried Surjomukhi bij",Nuts & Seeds,বাদাম ও বীজ,06,552.0,17.1,40.1,26.4,8.6,4.7,78.0,5.3,325.0,660.0,645.0,9.0,5.0,2.0,0.0,0.0,227.0,0.54,False,False,False,False
06_0002,"Cashew nuts, raw",Hizlee badam,"Cashew nuts, raw Hizlee badam",Nuts & Seeds,বাদাম ও বীজ,06,595.0,18.0,46.9,23.5,3.3,5.9,50.0,5.0,292.0,593.0,660.0,12.0,5.78,1.0,0.0,0.0,25.0,1.0,True,False,False,False
06_0003,"Chilgoza pine, dried",Chilgoza,"Chilgoza pine, dried Chilgoza",Nuts & Seeds,বাদাম ও বীজ,06,712.0,13.7,68.4,8.7,3.7,2.9,41.0,4.9,251.0,575.0,597.0,2.0,6.45,1.0,0.5,0.0,34.0,1.0,False,False,False,False
06_0004,Coconut milk Narikel dudh,Coconut milk Narikel dudh,Coconut milk Narikel dudh,Nuts & Seeds,বাদাম ও বীজ,06,213.0,2.1,21.7,1.2,2.2,72.0,18.0,3.0,45.0,97.0,227.0,14.0,0.6,0.0,1.3,0.0,15.0,1.0,False,False,False,False
06_0005,"Coconut, desiccated Narikel, shukna","Coconut, desiccated Narikel, shukna","Coconut, desiccated Narikel, shukna",Nuts & Seeds,বাদাম ও বীজ,06,652.0,5.6,62.2,8.5,17.8,4.3,32.0,4.7,90.0,185.0,660.0,28.0,0.9,0.0,0.0,0.0,13.0,1.0,False,False,False,False
06_0006,"Coconut, mature kernel Narikel","Coconut, mature kernel Narikel","Coconut, mature kernel Narikel",Nuts & Seeds,বাদাম ও বীজ,06,389.0,3.3,36.7,6.9,9.2,42.9,16.0,2.2,37.0,117.0,424.0,16.0,0.74,0.0,3.3,0.0,23.0,0.78,False,False,False,False
06_0007,"Groundnuts/Peanut, raw",China badam,"Groundnuts/Peanut, raw China badam",Nuts & Seeds,বাদাম ও বীজ,06,585.0,22.5,46.6,14.8,8.5,5.3,76.0,2.9,189.0,403.0,688.0,10.0,3.39,0.0,0.0,0.0,175.0,1.0,True,False,False,False
06_0008,"Jackfruit seeds, raw",Kathal er bichi,"Jackfruit seeds, raw Kathal er bichi",Nuts & Seeds,বাদাম ও বীজ,06,151.0,5.6,0.4,30.4,1.5,60.1,,,,,,,,,,,,0.94,True,False,False,False
06_0009,"Linseed, raw",Tisi,"Linseed, raw Tisi",Nuts & Seeds,বাদাম ও বীজ,06,500.0,17.2,39.1,6.1,27.3,6.5,255.0,5.7,392.0,642.0,813.0,30.0,4.34,0.0,0.0,0.0,87.0,1.0,True,False,False,False
06_0010,"Lotus seeds, dried","Poddo gota, shukna","Lotus seeds, dried Poddo gota, shukna",Nuts & Seeds,বাদাম ও বীজ,06,339.0,16.3,2.2,61.6,4.1,12.7,147.0,5.6,210.0,626.0,1370.0,5.0,1.05,,,,,1.0,False,False,False,False
06_0011,"Lotus seeds, green Poddo gota, kancha","Lotus seeds, green Poddo gota, kancha","Lotus seeds, green Poddo gota, kancha",Nuts & Seeds,বাদাম ও বীজ,06,74.0,4.1,0.6,12.5,0.9,80.8,47.0,1.0,56.0,168.0,367.0,1.0,0.28,,,,,0.53,False,False,False,False
06_0012,"Mustard seeds, dried",Sarisha,"Mustard seeds, dried Sarisha",Nuts & Seeds,বাদাম ও বীজ,06,501.0,22.0,35.0,18.5,11.8,8.5,257.0,8.9,357.0,800.0,713.0,13.0,5.87,1.0,0.0,0.0,156.0,1.0,False,False,False,False
06_0013,"Pistachio nuts, dried",Pesta,"Pistachio nuts, dried Pesta",Nuts & Seeds,বাদাম ও বীজ,06,574.0,19.2,44.9,18.2,10.3,4.5,117.0,5.3,121.0,490.0,1020.0,1.0,2.2,16.0,5.3,0.0,51.0,0.52,False,False,False,False
06_0014,"Pumpkin seeds, dried",Mistikumrar bichi,"Pumpkin seeds, dried Mistikumrar bichi",Nuts & Seeds,বাদাম ও বীজ,06,580.0,25.1,47.3,10.6,6.0,6.3,45.0,8.1,431.0,1042.0,815.0,13.0,7.21,1.0,1.5,0.0,58.0,0.81,False,False,False,False
06_0015,"Sesame seeds, whole, dried",Til,"Sesame seeds, whole, dried Til",Nuts & Seeds,বাদাম ও বীজ,06,563.0,17.7,45.8,14.3,11.7,5.3,969.0,10.5,349.0,625.0,465.0,11.0,7.7,0.0,0.0,0.0,97.0,1.0,False,False,False,False
06_0016,Walnuts Akhrot,Walnuts Akhrot,Walnuts Akhrot,Nuts & Seeds,বাদাম ও বীজ,06,684.0,15.2,64.5,7.3,6.7,4.5,100.0,4.8,158.0,346.0,441.0,2.0,3.09,1.0,1.3,0.0,98.0,0.45,False,False,False,False
07_0001,"Bay leaf, dried",Tejpata,"Bay leaf, dried Tejpata",Spices & Condiments,মশলা,07,353.0,7.6,8.4,48.7,26.3,5.4,834.0,43.0,120.0,113.0,529.0,23.0,3.7,,,,,1.0,False,False,False,False
07_0002,Cardamom Elach,Cardamom Elach,Cardamom Elach,Spices & Condiments,মশলা,07,261.0,10.2,2.2,37.8,24.4,20.0,130.0,4.6,173.0,160.0,976.0,16.0,2.81,,,,,1.0,False,False,False,False
07_0003,"Chilli, red, dry Shukna morich","Chilli, red, dry Shukna morich","Chilli, red, dry Shukna morich",Spices & Condiments,মশলা,07,313.0,15.9,6.2,35.2,26.6,10.0,160.0,2.3,152.0,293.0,2010.0,30.0,2.48,,,,,0.94,False,False,False,False
