code,name_en,name_bn,name_original,food_group_en,food_group_bn,food_group_code,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,water_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,folate_mcg,edible_portion,is_raw,is_cooked,is_recipe,is_partial
07_0004,"Cinnamon, ground Darchini gura","Cinnamon, ground Darchini gura","Cinnamon, ground Darchini gura",Spices & Condiments,মশলা,07,243.0,4.0,1.2,27.5,53.1,10.6,1000.0,8.3,60.0,64.0,431.0,10.0,1.83,,,,,1.0,False,False,False,False
07_0005,"Cloves, dried",Labongo,"Cloves, dried Labongo",Spices & Condiments,মশলা,07,267.0,5.2,8.9,27.4,28.1,25.2,740.0,4.9,215.0,86.0,847.0,230.0,1.93,,,,,1.0,False,False,False,False
07_0006,"Coriander leaves, raw",Dhone pata,"Coriander leaves, raw Dhone pata",Spices & Condiments,মশলা,07,30.0,3.3,0.5,0.1,5.9,87.9,160.0,1.4,34.0,30.0,396.0,58.0,0.32,,,,,0.7,True,False,False,False
07_0007,"Coriander seed, dry Dhonia","Coriander seed, dry Dhonia","Coriander seed, dry Dhonia",Spices & Condiments,মশলা,07,336.0,14.1,16.1,13.4,40.8,11.2,630.0,17.9,322.0,398.0,1230.0,34.0,4.58,,,,,1.0,False,False,False,False
07_0008,Cumin seeds Jira,Cumin seeds Jira,Cumin seeds Jira,Spices & Condiments,মশলা,07,402.0,18.3,17.6,37.2,10.5,10.0,1020.0,44.5,404.0,507.0,1380.0,148.0,3.89,,,,,1.0,False,False,False,False
07_0009,Fennel seeds Mauri,Fennel seeds Mauri,Fennel seeds Mauri,Spices & Condiments,মশলা,07,329.0,15.8,14.9,13.0,39.8,8.3,1200.0,16.4,387.0,495.0,1680.0,88.0,3.7,,,,,1.0,False,False,False,False
07_0010,Fenugreek seeds Methi,Fenugreek seeds Methi,Fenugreek seeds Methi,Spices & Condiments,মশলা,07,330.0,21.8,6.9,32.8,24.6,10.7,155.0,23.6,181.0,318.0,710.0,55.0,4.7,,,,,1.0,False,False,False,False
07_0011,"Ginger root, raw",Ada,"Ginger root, raw Ada",Spices & Condiments,মশলা,07,72.0,1.9,0.8,13.3,2.0,81.1,17.0,1.1,40.0,32.0,387.0,12.0,0.36,,,,,0.86,True,False,False,False
07_0012,"Indian pennywort, raw",Thankuni pata,"Indian pennywort, raw Thankuni pata",Spices & Condiments,মশলা,07,37.0,2.3,0.5,1.6,8.7,84.5,119.0,3.2,56.0,45.0,508.0,200.0,1.84,,,,,0.9,True,False,False,False
07_0013,"Lemon grass, raw",,"Lemon grass, raw",Spices & Condiments,মশলা,07,,,,,,,50.0,2.8,60.0,30.0,196.0,9.0,0.6,,,,,1.0,True,False,False,True
07_0014,"Lemon peel, raw",Lebur khosa,"Lemon peel, raw Lebur khosa",Spices & Condiments,মশলা,07,65.0,1.6,0.4,8.7,10.6,77.8,306.0,0.9,15.0,12.0,160.0,6.0,0.25,,,,,1.0,True,False,False,False
07_0015,"Mace, ground Jayitri, gura","Mace, ground Jayitri, gura","Mace, ground Jayitri, gura",Spices & Condiments,মশলা,07,415.0,6.5,24.4,33.1,18.5,15.9,180.0,12.6,213.0,100.0,424.0,73.0,1.26,,,,,1.0,False,False,False,False
07_0016,"Nutmeg, dried",Jayfol,"Nutmeg, dried Jayfol",Spices & Condiments,মশলা,07,480.0,7.5,36.4,21.1,19.0,14.3,120.0,4.6,229.0,240.0,320.0,15.0,1.22,5.0,0.0,0.0,69.0,0.85,False,False,False,False
07_0017,"Pepper, black Golmorich","Pepper, black Golmorich","Pepper, black Golmorich",Spices & Condiments,মশলা,07,302.0,11.8,3.3,43.5,25.3,11.7,443.0,16.7,185.0,167.0,1280.0,36.0,1.34,27.0,0.0,0.0,14.0,1.0,False,False,False,False
07_0018,Poppy seeds Posto dana,Poppy seeds Posto dana,Poppy seeds Posto dana,Spices & Condiments,মশলা,07,523.0,17.2,43.1,6.8,19.5,5.7,1490.0,9.6,339.0,860.0,710.0,24.0,9.05,0.0,1.0,0.0,82.0,1.0,False,False,False,False
07_0019,"Spearmint leaves, fresh Pudina pata","Spearmint leaves, fresh Pudina pata","Spearmint leaves, fresh Pudina pata",Spices & Condiments,মশলা,07,35.0,3.0,0.7,0.6,6.9,87.4,110.0,15.6,42.0,62.0,355.0,30.0,1.76,62.0,22.0,0.0,114.0,0.45,False,False,False,False
07_0020,"Turmeric, dried",Holud,"Turmeric, dried Holud",Spices & Condiments,মশলা,07,335.0,6.9,8.4,47.3,21.1,11.5,168.0,33.2,192.0,279.0,2720.0,35.0,3.78,1.0,0.0,0.0,39.0,1.0,False,False,False,False
08_0001,"Apple, without skin, raw","Apel, khosa chara","Apple, without skin, raw Apel, khosa chara",Fruits,ফল,08,51.0,0.3,0.1,11.5,1.3,86.7,5.0,0.1,4.0,11.0,90.0,0.0,0.05,2.0,4.0,0.0,0.0,0.77,True,False,False,False
08_0002,"Apple, with skin, raw","Apel, khosa soho","Apple, with skin, raw Apel, khosa soho",Fruits,ফল,08,62.0,0.3,0.2,13.5,2.4,83.3,6.0,0.1,5.0,11.0,107.0,1.0,0.04,3.0,4.0,0.0,3.0,0.9,True,False,False,False
08_0003,"Asian pears, raw",Nashpati,"Asian pears, raw Nashpati",Fruits,ফল,08,62.0,0.6,0.3,12.3,3.6,83.0,6.0,0.5,8.0,11.0,131.0,6.0,0.08,0.0,3.8,0.0,8.0,0.85,True,False,False,False
08_0004,"Banana, Sagar, ripe, raw","Kola, Sagar, paka","Banana, Sagar, ripe, raw Kola, Sagar, paka",Fruits,ফল,08,95.0,1.3,0.8,19.2,2.6,75.2,11.0,0.3,23.0,36.0,411.0,10.0,0.24,2.0,1.0,0.0,20.0,0.74,True,False,False,False
08_0005,"Breadfruit, raw",Madar,"Breadfruit, raw Madar",Fruits,ফল,08,70.0,1.5,0.2,13.0,4.9,79.5,40.0,0.5,25.0,30.0,490.0,2.0,0.12,2.0,21.0,0.0,14.0,0.78,True,False,False,False
08_0006,"Bullocks Heart, ripe, raw",Nona ata,"Bullocks Heart, ripe, raw Nona ata",Fruits,ফল,08,81.0,1.4,0.2,15.7,5.2,76.8,,,,,,,,,,,,0.72,True,False,False,False
08_0007,"Carambola, raw",Kamranga,"Carambola, raw Kamranga",Fruits,ফল,08,41.0,0.5,0.7,6.7,2.8,88.7,10.0,0.8,19.0,23.0,128.0,4.0,0.38,7.0,49.4,0.0,12.0,1.0,True,False,False,False
08_0008,"Custard apple, raw",Atafol,"Custard apple, raw Atafol",Fruits,ফল,08,85.0,1.8,0.3,16.6,4.4,76.1,17.0,1.0,25.0,47.0,366.0,9.0,0.33,,,,,0.45,True,False,False,False
08_0009,"Dates, dried",Khorma,"Dates, dried Khorma",Fruits,ফল,08,301.0,2.2,0.6,67.5,8.3,18.0,63.0,1.9,24.0,76.0,824.0,14.0,0.4,3.0,0.4,0.0,20.0,0.75,False,False,False,False
08_0010,"Dates, raw","Khejur, paka, taza","Dates, raw Khejur, paka, taza",Fruits,ফল,08,150.0,1.2,0.4,33.4,4.1,59.2,22.0,1.0,12.0,38.0,410.0,7.0,0.2,,,,,0.75,True,False,False,False
08_0011,"Elephant apple, ripe, raw",Kodbel,"Elephant apple, ripe, raw Kodbel",Fruits,ফল,08,64.0,3.1,0.4,10.3,3.5,80.9,74.0,0.7,40.0,64.0,360.0,2.0,0.37,,,,,0.75,True,False,False,False
08_0012,"Emblic, raw",Amloki,"Emblic, raw Amloki",Fruits,ফল,08,44.0,0.8,0.1,8.3,3.4,86.7,32.0,0.9,28.0,25.0,225.0,4.0,0.3,,,,,0.89,True,False,False,False
08_0013,"Fig, ripe, raw","Dumur, paka","Fig, ripe, raw Dumur, paka",Fruits,ফল,08,40.0,1.3,0.2,6.7,3.1,88.1,80.0,1.1,17.0,31.0,232.0,1.0,0.15,7.0,5.0,0.0,5.0,0.99,True,False,False,False
08_0014,"Grapes, green, raw","Angur, halka sobuj","Grapes, green, raw Angur, halka sobuj",Fruits,ফল,08,94.0,0.5,0.6,20.2,2.9,75.3,22.0,0.5,82.0,30.0,191.0,2.0,0.07,3.0,29.0,0.0,8.0,0.95,True,False,False,False
08_0015,"Guava, green, raw","Peyara, bivinno projati, kancha","Guava, green, raw Peyara, bivinno projati, kancha",Fruits,ফল,08,63.0,1.0,0.5,10.9,5.4,81.4,17.0,0.7,25.0,18.0,261.0,6.0,0.31,33.0,228.3,0.0,49.0,1.0,True,False,False,False
08_0016,"Hog plum, raw",Amra,"Hog plum, raw Amra",Fruits,ফল,08,51.0,1.1,0.8,8.9,1.6,86.7,57.0,2.8,40.0,11.0,175.0,1.0,0.17,,,,,0.65,True,False,False,False
08_0017,"Jackfruit, ripe, raw","Kathal, paka","Jackfruit, ripe, raw Kathal, paka",Fruits,ফল,08,74.0,1.2,0.2,13.3,7.2,77.0,13.0,0.3,42.0,41.0,268.0,1.0,0.59,2.0,3.4,0.0,24.0,0.37,True,False,False,False
08_0018,"Jambolan, raw",Kalojam,"Jambolan, raw Kalojam",Fruits,ফল,08,39.0,0.9,0.5,6.1,3.5,88.2,23.0,0.8,37.0,16.0,172.0,28.0,0.21,,,,,0.81,True,False,False,False
08_0019,"Jambos, raw",Jamrul,"Jambos, raw Jamrul",Fruits,ফল,08,40.0,0.7,0.3,8.0,1.2,89.5,9.0,0.3,4.0,30.0,104.0,34.0,0.08,,,,,1.0,True,False,False,False
08_0020,"Java apple, raw",Golapjam,"Java apple, raw Golapjam",Fruits,ফল,08,35.0,0.7,0.2,6.9,1.6,89.9,10.0,0.3,23.0,18.0,143.0,6.0,0.39,,,,,1.0,True,False,False,False
08_0021,"Jujube, raw",,"Jujube, raw",Fruits,ফল,08,,,,,,,14.0,0.8,25.0,33.0,354.0,7.0,0.32,,,,,1.0,True,False,False,True
08_0022,"Lemon, Kagoji, raw","Lebu, Kagoji","Lemon, Kagoji, raw Lebu, Kagoji",Fruits,ফল,08,56.0,0.8,1.0,10.2,1.3,86.0,65.0,0.3,11.0,10.0,377.0,2.0,0.07,4.0,45.9,0.0,17.0,0.76,True,False,False,False
08_0023,"Lime, sweet, raw",Mushambee,"Lime, sweet, raw Mushambee",Fruits,ফল,08,42.0,0.7,0.5,8.5,0.5,89.3,35.0,0.5,8.0,23.0,490.0,2.0,0.1,2.0,48.5,0.0,11.0,0.7,True,False,False,False
08_0024,"Lychee, raw",Lichu,"Lychee, raw Lichu",Fruits,ফল,08,62.0,1.4,0.5,10.2,5.5,81.8,11.0,0.5,15.0,17.0,131.0,1.0,0.27,,,,,0.68,True,False,False,False
08_0025,"Mango, Fazli, orange flesh, ripe, raw","Aam, Fazli, paka","Mango, Fazli, orange flesh, ripe, raw Aam, Fazli, paka",Fruits,ফল,08,70.0,0.9,0.5,14.7,1.6,81.7,14.0,0.5,15.0,20.0,205.0,1.0,0.87,292.0,34.7,0.0,71.0,0.69,True,False,False,False
08_0026,"Mango, Langra, yellow flesh, ripe, raw","Aam, Langra, paka","Mango, Langra, yellow flesh, ripe, raw Aam, Langra, paka",Fruits,ফল,08,82.0,0.8,0.4,18.0,1.6,78.4,13.0,0.2,15.0,16.0,181.0,0.4,0.6,25.0,103.0,0.0,71.0,0.69,True,False,False,False
08_0027,"Melon, Futi, orange flesh, ripe, raw","Futi, paka","Melon, Futi, orange flesh, ripe, raw Futi, paka",Fruits,ফল,08,17.0,0.3,0.2,3.1,1.0,95.0,17.0,0.2,21.0,14.0,211.0,3.0,0.06,105.0,33.9,0.0,21.0,0.9,True,False,False,False
08_0028,Dewa,Dewa,Dewa,Fruits,ফল,08,103.0,1.2,0.7,21.1,3.6,72.3,57.0,0.8,24.0,23.0,348.0,46.0,1.68,,,,,0.71,False,False,False,False
08_0029,"Bangee, paka","Bangee, paka","Bangee, paka",Fruits,ফল,08,16.0,0.3,0.2,2.8,0.8,95.5,21.0,0.0,20.0,35.0,130.0,7.0,0.06,4.0,26.0,0.0,21.0,0.9,False,False,False,False
08_0030,"Orange juice, raw (unsweetened) Komolar ross",,"Orange juice, raw (unsweetened) Komolar ross",Fruits,ফল,08,9.0,0.2,0.1,1.7,0.2,97.7,5.0,0.7,8.0,13.0,150.0,10.0,0.05,2.0,64.0,0.0,6.0,1.0,True,False,False,False
08_0031,"Orange, raw",Komola,"Orange, raw Komola",Fruits,ফল,08,44.0,0.7,0.2,8.7,2.4,87.7,23.0,0.2,17.0,25.0,132.0,5.0,0.07,19.0,54.0,0.0,30.0,0.67,True,False,False,False
08_0032,"Orange, sweet, ripe, raw","Malta, paka","Orange, sweet, ripe, raw Malta, paka",Fruits,ফল,08,49.0,0.2,0.1,10.7,2.4,86.3,31.0,0.1,10.0,14.0,181.0,2.0,0.07,11.0,54.0,0.0,46.0,0.67,True,False,False,False
08_0034,"Taal, paka","Taal, paka","Taal, paka",Fruits,ফল,08,78.0,0.5,0.4,17.8,0.7,79.7,16.0,1.7,14.0,58.0,239.0,2.0,0.27,,,,,0.35,False,False,False,False
08_0035,"Papaya, ripe, raw","Pepe, paka","Papaya, ripe, raw Pepe, paka",Fruits,ফল,08,33.0,0.6,0.1,6.5,1.7,90.5,29.0,0.3,10.0,11.0,182.0,4.0,0.17,60.0,61.8,0.0,58.0,0.75,True,False,False,False
08_0036,"Persimmon, ripe, raw","Gab, Bilati, paka","Persimmon, ripe, raw Gab, Bilati, paka",Fruits,ফল,08,67.0,0.7,0.2,13.9,3.6,81.2,24.0,0.2,15.0,17.0,180.0,5.0,0.07,81.0,12.8,0.0,8.0,0.84,True,False,False,False
08_0037,"Pineapple, Joldugee, ripe, raw","Anaros, Joldugee, paka","Pineapple, Joldugee, ripe, raw Anaros, Joldugee, paka",Fruits,ফল,08,43.0,0.8,0.4,8.3,1.4,88.7,20.0,1.6,12.0,7.0,122.0,42.0,0.6,,,,,0.6,True,False,False,False
08_0038,"Pineapple, ripe, raw","Anaros, paka","Pineapple, ripe, raw Anaros, paka",Fruits,ফল,08,47.0,1.0,0.1,9.7,1.4,87.2,18.0,0.7,32.0,9.0,175.0,13.0,0.22,5.0,33.9,0.0,12.0,0.62,True,False,False,False
08_0039,"Pomegranate, ripe, with seed, raw","Bedana, paka, bichi soho","Pomegranate, ripe, with seed, raw Bedana, paka, bichi soho",Fruits,ফল,08,67.0,1.6,0.2,12.7,4.0,80.9,21.0,0.3,44.0,70.0,133.0,1.0,0.82,3.0,26.0,0.0,38.0,0.8,True,False,False,False
08_0040,"Pomelo, raw",Zambura,"Pomelo, raw Zambura",Fruits,ফল,08,38.0,0.4,0.3,7.7,1.0,89.9,36.0,0.2,15.0,21.0,235.0,1.0,0.06,3.0,121.7,0.0,26.0,0.77,True,False,False,False
08_0041,"Tamarind, pulp, ripe, raw","Tetul, paka","Tamarind, pulp, ripe, raw Tetul, paka",Fruits,ফল,08,270.0,3.2,0.4,60.8,5.1,27.9,127.0,4.0,86.0,120.0,700.0,19.0,0.11,1.0,11.2,0.0,15.0,0.41,True,False,False,False
08_0042,"Watermelon, ripe, raw","Tarmuz, lal, paka","Watermelon, ripe, raw Tarmuz, lal, paka",Fruits,ফল,08,22.0,0.5,0.2,4.4,0.4,94.2,12.0,0.4,11.0,12.0,107.0,17.0,0.15,29.0,23.9,0.0,3.0,0.78,True,False,False,False
08_0043,"Wood apple, ripe, raw","Bel, paka","Wood apple, ripe, raw Bel, paka",Fruits,ফল,08,111.0,2.9,0.3,20.9,7.0,68.5,41.0,0.4,13.0,50.0,493.0,7.0,0.26,,,,,0.64,True,False,False,False
09_0001,"Anchovy, Gangetic hairfin, dried","Fesha, shutki","Anchovy, Gangetic hairfin, dried Fesha, shutki",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,328.0,70.9,4.9,0.0,0.0,10.3,,,,,,,,,,,,1.0,False,False,False,False
09_0002,"Anchovy, Gangetic hairfin, raw",Fesha,"Anchovy, Gangetic hairfin, raw Fesha",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,105.0,17.7,3.8,0.0,0.0,74.8,452.0,1.8,39.0,217.0,276.0,51.0,3.2,,,,,1.0,True,False,False,False
09_0003,"Anchovy, Gold spotted grebadier, raw",,"Anchovy, Gold spotted grebadier, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,449.0,4.5,38.0,238.0,276.0,60.0,1.25,,,,,1.0,True,False,False,True
09_0004,"Anchovy, Scaly hairfin, raw","Fesha, Teli","Anchovy, Scaly hairfin, raw Fesha, Teli",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,101.0,19.3,2.7,0.0,0.0,75.3,327.0,2.3,38.0,175.0,338.0,40.0,1.6,,,,,1.0,True,False,False,False
09_0005,"Barb, Olive, raw",,"Barb, Olive, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,227.0,0.6,21.0,151.0,267.0,43.0,0.74,,,,,1.0,True,False,False,True
09_0006,"Barb, Olive, without bones, raw","Sorpunti, kata chara","Barb, Olive, without bones, raw Sorpunti, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,175.0,17.4,11.7,0.0,0.0,70.6,24.0,0.6,21.0,156.0,195.0,43.0,0.74,,,,,0.54,True,False,False,False
09_0008,"soho Barb, Pool barb, without bones, eyes Punti, Vadi punti, chokh","soho Barb, Pool barb, without bones, eyes Punti, Vadi punti, chokh","soho Barb, Pool barb, without bones, eyes Punti, Vadi punti, chokh",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,94.0,17.6,2.6,0.0,0.0,76.6,110.0,2.0,38.0,96.0,238.0,53.0,3.0,,,,,0.77,False,False,False,False
09_0009,"Bata, raw",Bata,"Bata, raw Bata",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,106.0,15.9,4.7,0.0,0.0,74.6,493.0,1.2,33.0,200.0,201.0,83.0,0.94,,,,,0.77,True,False,False,False
09_0010,"Boal, without bones, raw","Boal, kata chara","Boal, without bones, raw Boal, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,80.0,15.4,2.1,0.0,0.0,80.8,83.0,0.8,37.0,134.0,146.0,63.0,0.27,,,,,0.59,True,False,False,False
09_0011,"Bronze feather back, raw",Foli,"Bronze feather back, raw Foli",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,80.0,17.8,1.0,0.0,0.0,75.8,590.0,1.0,35.0,450.0,310.0,34.0,0.74,,,,,0.79,True,False,False,False
09_0012,"Calbasu, without bones, raw",Kalbaush,"Calbasu, without bones, raw Kalbaush",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,95.0,17.0,3.0,0.0,0.0,76.7,13.0,1.1,27.0,141.0,287.0,100.0,0.36,,,,,0.9,True,False,False,False
09_0013,"Catfish, Bacha, raw",Bacha,"Catfish, Bacha, raw Bacha",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,122.0,16.1,6.4,0.0,0.0,72.2,,,,,,,,,,,,0.76,True,False,False,False
09_0014,"Catfish, Pabda, raw",Pabda,"Catfish, Pabda, raw Pabda",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,95.0,17.3,2.8,0.0,0.0,73.7,267.0,1.2,18.0,266.0,353.0,105.0,1.25,,,,,0.61,True,False,False,False
09_0015,"Catla, raw",Katla,"Catla, raw Katla",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,103.0,19.9,2.6,0.0,0.0,76.7,530.0,0.6,36.0,235.0,293.0,56.0,0.48,,,,,0.59,True,False,False,False
09_0016,"Chanda, Indian glassy fish, eyes included","চান্দা, রাঙ্গা, চোখ সহ","(kcal) kJ (g) (g) (g) available (g) (g) Chanda, Indian glaasy fish, eyes Chanda, ranga, chokh",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,115.0,15.5,5.9,0.0,0.0,74.8,,,,,,,,,,,,1.0,False,False,False,False
09_0017,"Koi, deshi, chokh soho","Koi, deshi, chokh soho","Koi, deshi, chokh soho",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,130.0,17.5,6.6,0.0,0.0,73.0,410.0,1.2,53.0,390.0,214.0,52.0,1.13,,,,,0.57,False,False,False,False
09_0018,"Koi, Thai, chokh soho","Koi, Thai, chokh soho","Koi, Thai, chokh soho",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,139.0,17.5,7.7,0.0,0.0,73.0,64.0,1.2,53.0,161.0,214.0,52.0,1.13,,,,,0.57,False,False,False,False
09_0019,"Chital, kata chara","Chital, kata chara","Chital, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,96.0,17.8,2.8,0.0,0.0,77.3,104.0,1.6,23.0,197.0,203.0,114.0,0.61,,,,,0.8,False,False,False,False
09_0020,"Common carp, without bones, raw","Common carp, kata chara","Common carp, without bones, raw Common carp, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,88.0,18.7,1.5,0.0,0.0,79.0,47.0,0.9,25.0,240.0,228.0,93.0,0.73,2.0,0.0,6.6,15.0,0.54,True,False,False,False
09_0021,"Poa, kata chara","Poa, kata chara","Poa, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,100.0,18.6,2.9,0.0,0.0,75.8,32.0,0.4,28.0,162.0,341.0,77.0,0.65,17.0,0.0,0.6,17.0,0.49,False,False,False,False
09_0022,"bones, raw","Day's mystus, combined species, Tengra, bivinno projati,","bones, raw Day's mystus, combined species, Tengra, bivinno projati,",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,114.0,18.2,4.6,0.0,0.0,73.6,627.0,2.8,22.0,348.0,323.0,54.0,0.77,,,,,0.82,True,False,False,False
09_0023,"Fish (Catla, Mrigal, Rohu), dorsal","Fish (Catla, Mrigal, Rohu), dorsal","Fish (Catla, Mrigal, Rohu), dorsal",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,38.0,0.9,41.0,164.0,267.0,50.0,0.27,6.0,0.0,2.1,16.0,1.0,False,False,False,True
09_0024,"with skin, raw Fish (Catla, Mrigal, Rohu), ventral",,"with skin, raw Fish (Catla, Mrigal, Rohu), ventral",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,43.0,1.0,45.0,186.0,303.0,57.0,0.27,10.0,0.0,3.7,18.0,1.0,True,False,False,True
09_0025,"Kachki, bivinno projati","Kachki, bivinno projati","Kachki, bivinno projati",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,93.0,16.1,3.2,0.0,0.0,80.4,489.0,2.4,26.0,450.0,134.0,38.0,3.1,38.0,0.0,2.4,7.0,1.0,False,False,False,False
09_0026,"Gangetic ailia, raw",Kajuli,"Gangetic ailia, raw Kajuli",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,117.0,15.3,6.2,0.0,0.0,76.6,,,,,,,,,,,,0.76,True,False,False,False
09_0027,"Gangetic mystus, raw",Gulsha,"Gangetic mystus, raw Gulsha",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,86.0,15.4,2.7,0.0,0.0,78.6,300.0,1.3,18.0,210.0,265.0,50.0,0.88,,,,,0.68,True,False,False,False
09_0028,"Giant river-catfish, raw",Guizza,"Giant river-catfish, raw Guizza",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,75.0,15.9,1.3,0.0,0.0,78.1,380.0,0.7,36.0,180.0,271.0,84.0,0.23,,,,,0.77,True,False,False,False
09_0030,"Giant sea perch, without bones, raw","Vetkee, kata chara","Giant sea perch, without bones, raw Vetkee, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,96.0,18.6,2.5,0.0,0.0,77.2,24.0,1.0,58.0,194.0,237.0,96.0,0.16,8.0,0.0,1.5,5.0,0.5,True,False,False,False
09_0031,"Goby, Tank goby, raw",Bele,"Goby, Tank goby, raw Bele",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,81.0,14.7,2.5,0.0,0.0,79.6,397.0,1.2,12.0,335.0,269.0,79.0,0.93,,,,,0.71,True,False,False,False
09_0032,"Gourami, Banded gourami, eyes Khailsa, kata chara,","Gourami, Banded gourami, eyes Khailsa, kata chara,","Gourami, Banded gourami, eyes Khailsa, kata chara,",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,105.0,15.8,4.6,0.0,0.0,75.2,422.0,0.9,36.0,498.0,201.0,34.0,1.35,,,,,0.57,False,False,False,False
09_0033,"Hilsha, without bones, raw","Ilish, kata chara","Hilsha, without bones, raw Ilish, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,223.0,18.0,16.8,0.0,0.0,62.7,86.0,1.3,26.0,195.0,162.0,52.0,0.54,,,,,0.76,True,False,False,False
09_0034,"Indian river shad, raw",Chapila,"Indian river shad, raw Chapila",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,106.0,15.4,4.9,0.0,0.0,76.9,,,,,,,,,,,,1.0,True,False,False,False
09_0035,"Indian threadfin, without bones, raw",,"Indian threadfin, without bones, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,53.0,0.5,29.0,208.0,278.0,75.0,1.35,,,,,1.0,True,False,False,True
09_0036,"Indo-pacific king mackerel, without","Indo-pacific king mackerel, without","Indo-pacific king mackerel, without",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,35.0,0.8,40.0,259.0,306.0,78.0,0.78,,,,,1.0,False,False,False,True
09_0037,"Kuria labeo, without bones, raw","Gonia, kata chara","Kuria labeo, without bones, raw Gonia, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,109.0,17.6,4.3,0.0,0.0,76.5,30.0,0.3,42.0,175.0,203.0,60.0,0.06,,,,,0.44,True,False,False,False
09_0038,"Ayre, kata chara","Ayre, kata chara","Ayre, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,89.0,17.0,2.3,0.0,0.0,78.1,11.0,0.9,36.0,102.0,271.0,84.0,0.23,,,,,0.77,False,False,False,False
09_0039,"Mackerel, narrow-barred Spanish, raw",,"Mackerel, narrow-barred Spanish, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,92.0,2.0,48.0,161.0,285.0,145.0,0.4,,,,,1.0,True,False,False,True
09_0040,"Minnow, Finescale razorbelly, raw","Chela, Fulchela","Minnow, Finescale razorbelly, raw Chela, Fulchela",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,95.0,15.3,3.7,0.0,0.0,77.6,,,,,,,,,,,,0.72,True,False,False,False
09_0042,"Minnow, Large scale razorbelly, raw","Chela, narkeli","Minnow, Large scale razorbelly, raw Chela, narkeli",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,119.0,18.1,5.2,0.0,0.0,71.7,352.0,5.4,41.0,202.0,578.0,156.0,3.1,,,,,0.72,True,False,False,False
