code,name_en,name_bn,name_original,food_group_en,food_group_bn,food_group_code,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,water_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,folate_mcg,edible_portion,is_raw,is_cooked,is_recipe,is_partial
09_0043,"Mola, chokh soho","Mola, chokh soho","Mola, chokh soho",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,108.0,17.1,4.4,0.0,0.0,77.5,,,,,,,,,,,,0.62,False,False,False,False
09_0044,"Mrigal carp, eyes included, raw","Mrigal, chokh soho","Mrigal carp, eyes included, raw Mrigal, chokh soho",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,102.0,18.6,3.0,0.0,0.0,78.4,655.0,1.8,38.0,280.0,236.0,63.0,0.29,,,,,0.59,True,False,False,False
09_0045,"Mullet, Gold spot, raw",,"Mullet, Gold spot, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,1050.0,2.1,42.0,490.0,764.0,41.0,1.43,,,,,1.0,True,False,False,True
09_0046,"Mussel/Clam, mixed species, raw",Jhinuk,"Mussel/Clam, mixed species, raw Jhinuk",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,60.0,11.6,1.5,0.0,0.0,83.3,31.0,1.3,15.0,157.0,37.0,477.0,0.4,,,,,0.32,True,False,False,False
09_0047,"Pangas, without bones, raw","Pangas, kata chara","Pangas, without bones, raw Pangas, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,162.0,15.9,11.0,0.0,0.0,70.8,14.0,0.1,29.0,130.0,169.0,46.0,1.85,,,,,0.44,True,False,False,False
09_0049,"Pomfret, Black, raw",,"Pomfret, Black, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,112.0,19.6,3.7,0.0,0.0,78.9,286.0,0.9,25.0,306.0,166.0,131.0,0.48,,,,,0.49,True,False,False,False
09_0050,"Pomfret, Chinese Silver, raw","Rupchanda, China sada","Pomfret, Chinese Silver, raw Rupchanda, China sada",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,103.0,15.9,4.4,0.0,0.0,74.9,200.0,0.4,26.0,290.0,183.0,145.0,0.59,,,,,0.92,True,False,False,False
09_0052,"Pomfret, Silver, without bones, raw",,"Pomfret, Silver, without bones, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,13.0,0.5,25.0,170.0,190.0,151.0,0.27,,,,,1.0,True,False,False,True
09_0053,"Prawn, Birma river prawn, raw",,"Prawn, Birma river prawn, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,16.0,0.6,19.0,141.0,375.0,98.0,1.06,,,,,1.0,True,False,False,True
09_0054,"Prawn, Giant river prawn, raw",,"Prawn, Giant river prawn, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,18.0,0.7,22.0,166.0,441.0,116.0,1.25,,,,,1.0,True,False,False,True
09_0055,"Prawn, Giant tiger prawn, raw",,"Prawn, Giant tiger prawn, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,17.0,0.6,43.0,141.0,423.0,117.0,1.73,,,,,1.0,True,False,False,True
09_0056,"Prawn, Hairy river prawn, raw",,"Prawn, Hairy river prawn, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,15.0,0.5,18.0,132.0,352.0,92.0,1.0,,,,,1.0,True,False,False,True
09_0057,"Prawn, Indian white prawn, raw",,"Prawn, Indian white prawn, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,304.0,0.5,41.0,922.0,545.0,196.0,2.25,,,,,1.0,True,False,False,True
09_0058,"Prawn, Monsoon river prawn, raw",,"Prawn, Monsoon river prawn, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,15.0,0.5,18.0,133.0,355.0,93.0,1.01,,,,,1.0,True,False,False,True
09_0059,"Rohu, river, raw","Rui, nodir","Rohu, river, raw Rui, nodir",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,90.0,16.6,2.7,0.0,0.0,76.7,650.0,1.0,12.0,175.0,288.0,101.0,1.13,,,,,0.8,True,False,False,False
09_0060,"Rohu, without bones, raw","Rui, kata chara","Rohu, without bones, raw Rui, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,105.0,20.6,2.6,0.0,0.0,76.3,30.0,0.4,37.0,175.0,309.0,38.0,1.13,,,,,0.44,True,False,False,False
09_0061,"Shrimp, Speckled, raw",,"Shrimp, Speckled, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,421.0,0.6,26.0,941.0,503.0,117.0,1.36,,,,,1.0,True,False,False,True
09_0062,"Silver carp, without bones, raw","Silver carp, kata chara","Silver carp, without bones, raw Silver carp, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,123.0,17.5,6.0,0.0,0.0,75.6,22.0,1.5,27.0,182.0,225.0,115.0,0.28,,,,,0.78,True,False,False,False
09_0063,"Silver needle fish, eyes included,","Silver needle fish, eyes included,","Silver needle fish, eyes included,",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,210.0,0.8,25.0,470.0,243.0,55.0,0.94,,,,,1.0,False,False,False,True
09_0064,"Spotted snakehead, raw",,"Spotted snakehead, raw",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,,,,,,,624.0,1.5,35.0,440.0,245.0,68.0,1.08,,,,,1.0,True,False,False,True
09_0065,"Stinging catfish, raw","Shing mach, kata chara","Stinging catfish, raw Shing mach, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,101.0,17.2,3.5,0.0,0.0,76.7,,,,,,,,,,,,0.75,True,False,False,False
09_0066,"Stone roller, raw",Tatkini,"Stone roller, raw Tatkini",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,97.0,15.3,3.9,0.0,0.0,76.2,195.0,2.2,52.0,124.0,834.0,35.0,1.09,,,,,0.77,True,False,False,False
09_0067,"Striped snake-head, raw","Shol, kata chara","Striped snake-head, raw Shol, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,101.0,17.7,3.3,0.0,0.0,78.4,104.0,1.0,43.0,130.0,362.0,50.0,0.31,,,,,0.77,True,False,False,False
09_0068,"Tilapia, without bones, raw","Telapia, kata chara","Tilapia, without bones, raw Telapia, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,110.0,20.8,3.0,0.0,0.0,76.2,19.0,0.5,36.0,350.0,341.0,55.0,1.4,2.0,0.0,5.5,24.0,0.3,True,False,False,False
09_0069,"Tuna, without bones, raw","Tuna, kata chara","Tuna, without bones, raw Tuna, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,118.0,25.0,2.0,0.0,0.0,72.0,16.0,1.3,33.0,312.0,427.0,47.0,0.27,,,,,0.58,True,False,False,False
09_0070,"Walking catfish, without bones, raw","Magur, kata chara","Walking catfish, without bones, raw Magur, kata chara",Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,103.0,15.6,4.6,0.0,0.0,77.6,27.0,0.8,25.0,180.0,344.0,71.0,0.53,,,,,0.79,True,False,False,False
09_0071,Small fish fry* Kachki mach vaja,Small fish fry* Kachki mach vaja,Small fish fry* Kachki mach vaja,Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,107.0,7.4,6.1,5.3,0.9,79.3,215.0,1.3,20.0,186.0,148.0,242.0,1.6,15.0,5.3,0.9,7.0,1.0,False,True,True,False
09_0072,Fish ball* Macher kopta,Fish ball* Macher kopta,Fish ball* Macher kopta,Fish & Seafood,মাছ ও সামুদ্রিক খাবার,09,220.0,15.7,6.7,21.7,5.0,48.5,48.0,2.5,73.0,211.0,296.0,345.0,1.96,34.0,5.2,0.2,15.0,1.0,False,False,True,False
10_0001,"Beef liver, raw",Gorur koliza,"Beef liver, raw Gorur koliza",Meat & Poultry,মাংস,10,130.0,20.4,3.6,3.9,0.0,70.8,4.0,3.5,18.0,387.0,313.0,69.0,3.71,4968.0,1.3,1.2,290.0,1.0,True,False,False,False
10_0002,"Beef, meat, lean, boneless, raw",,"Beef, meat, lean, boneless, raw",Meat & Poultry,মাংস,10,103.0,20.7,2.3,0.0,0.0,76.0,4.0,2.0,15.0,190.0,395.0,52.0,3.52,0.0,0.0,0.4,7.0,1.0,True,False,False,False
10_0003,"Beef, meat, 15-20% fat, boneless, raw","Gorur mangsaw, harh chara","Beef, meat, 15-20% fat, boneless, raw Gorur mangsaw, harh chara",Meat & Poultry,মাংস,10,207.0,19.7,14.2,0.0,0.0,65.4,5.0,2.2,22.0,170.0,309.0,69.0,4.6,15.0,0.0,0.6,9.0,1.0,True,False,False,False
10_0004,"Beef, mince, lean, raw","Gorur mangsaw, kima","Beef, mince, lean, raw Gorur mangsaw, kima",Meat & Poultry,মাংস,10,126.0,20.3,5.0,0.0,0.0,75.0,9.0,2.4,22.0,198.0,346.0,66.0,5.09,0.0,0.0,0.1,5.0,1.0,True,False,False,False
10_0005,"Buffalo meat, raw",Mohisher mangsaw,"Buffalo meat, raw Mohisher mangsaw",Meat & Poultry,মাংস,10,95.0,19.4,1.9,0.0,0.0,78.7,12.0,1.6,32.0,189.0,297.0,53.0,1.93,0.0,0.0,0.1,8.0,1.0,True,False,False,False
10_0006,"Chicken breast, without skin, raw",,"Chicken breast, without skin, raw",Meat & Poultry,মাংস,10,106.0,22.3,1.8,0.0,0.0,72.9,15.0,0.5,32.0,173.0,315.0,37.0,1.7,25.0,0.0,0.1,7.0,0.76,True,False,False,False
10_0007,"Chicken leg, without skin, raw",,"Chicken leg, without skin, raw",Meat & Poultry,মাংস,10,128.0,19.2,5.7,0.0,0.0,71.9,18.0,1.0,29.0,180.0,299.0,55.0,2.09,23.0,0.0,0.1,4.0,0.72,True,False,False,False
10_0008,"Chicken liver, raw",Murgir koliza,"Chicken liver, raw Murgir koliza",Meat & Poultry,মাংস,10,114.0,16.9,4.8,0.7,0.0,76.5,18.0,9.0,19.0,297.0,230.0,71.0,2.5,3296.0,17.9,0.0,588.0,1.0,True,False,False,False
10_0009,"Duck, meat, raw",Hasher mangshaw,"Duck, meat, raw Hasher mangshaw",Meat & Poultry,মাংস,10,130.0,21.6,4.8,0.0,0.0,72.3,4.0,2.4,19.0,235.0,271.0,74.0,1.9,24.0,0.0,0.1,25.0,0.84,True,False,False,False
10_0010,"Frog, legs, raw",,"Frog, legs, raw",Meat & Poultry,মাংস,10,,,,,,,18.0,1.5,20.0,147.0,285.0,58.0,1.37,15.0,0.0,0.2,15.0,1.0,True,False,False,True
10_0011,"Goat meat, lean, raw",Khaseer mangsaw,"Goat meat, lean, raw Khaseer mangsaw",Meat & Poultry,মাংস,10,118.0,21.4,3.6,0.0,0.0,74.2,12.0,2.8,27.0,193.0,385.0,82.0,4.0,,,,,0.69,True,False,False,False
10_0012,"Lamb/mutton, meat, moderately fat, raw",Verar mangsaw,"Lamb/mutton, meat, moderately fat, raw Verar mangsaw",Meat & Poultry,মাংস,10,196.0,18.5,13.5,0.0,0.0,71.5,13.0,2.2,19.0,150.0,136.0,41.0,3.92,9.0,0.0,0.2,6.0,0.75,True,False,False,False
10_0013,"Lamb/Mutton, liver, raw",Verar koliza,"Lamb/Mutton, liver, raw Verar koliza",Meat & Poultry,মাংস,10,150.0,19.3,7.5,1.3,0.0,70.4,10.0,6.3,19.0,380.0,290.0,73.0,4.0,8250.0,20.0,2.0,205.0,1.0,True,False,False,False
10_0014,"Pigeon meat, raw",,"Pigeon meat, raw",Meat & Poultry,মাংস,10,,,,,,,12.0,2.5,30.0,290.0,283.0,60.0,2.94,,,,,1.0,True,False,False,True
10_0015,"Pork, meat, <5 % fat, raw",Shukorer mangsaw,"Pork, meat, <5 % fat, raw Shukorer mangsaw",Meat & Poultry,মাংস,10,114.0,18.7,4.4,0.0,0.0,77.4,30.0,2.2,18.0,200.0,261.0,60.0,2.57,0.0,0.0,0.04,1.0,1.0,True,False,False,False
10_0016,Beef handi kabab* Haaree kabab (goru),Beef handi kabab* Haaree kabab (goru),Beef handi kabab* Haaree kabab (goru),Meat & Poultry,মাংস,10,233.0,12.7,16.9,6.6,1.8,60.4,25.0,2.0,25.0,88.0,220.0,345.0,3.02,12.0,2.2,0.3,10.0,1.0,False,False,True,False
11_0001,"Egg, chicken, farmed, raw","Murgir dim, farm er","Egg, chicken, farmed, raw Murgir dim, farm er",Eggs,ডিম,11,139.0,14.5,9.0,0.0,0.0,72.3,29.0,1.5,21.0,220.0,110.0,116.0,2.36,165.0,0.0,1.9,50.0,0.87,True,False,False,False
11_0002,"Egg, chicken, native, raw","Murgir dim, deshi","Egg, chicken, native, raw Murgir dim, deshi",Eggs,ডিম,11,158.0,13.3,11.6,0.0,0.0,76.1,60.0,1.7,11.0,220.0,97.0,135.0,2.03,213.0,0.0,2.4,50.0,0.87,True,False,False,False
11_0003,"Egg, chicken, native, yolk, raw",,"Egg, chicken, native, yolk, raw",Eggs,ডিম,11,325.0,16.0,27.8,2.6,0.0,51.9,120.0,4.8,11.0,477.0,113.0,48.0,3.33,496.0,0.0,5.4,109.0,1.0,True,False,False,False
11_0004,"Egg, duck, whole, raw",Hasher dim,"Egg, duck, whole, raw Hasher dim",Eggs,ডিম,11,188.0,13.5,14.3,1.4,0.0,69.7,65.0,2.4,11.0,220.0,222.0,134.0,1.41,362.0,0.0,1.8,80.0,0.89,True,False,False,False
11_0005,"Egg, chicken, farmed, boiled* (without Murgir dim siddha, lobon",,"Egg, chicken, farmed, boiled* (without Murgir dim siddha, lobon",Eggs,ডিম,11,158.0,16.5,10.2,0.0,0.0,68.5,35.0,1.8,24.0,238.0,120.0,128.0,2.54,178.0,0.0,2.0,45.0,0.87,False,True,True,False
11_0006,"Egg, chicken, native, boiled* (without Deshi murgir dim siddha,",,"Egg, chicken, native, boiled* (without Deshi murgir dim siddha,",Eggs,ডিম,11,179.0,15.1,13.2,0.0,0.0,72.9,68.0,1.9,13.0,238.0,105.0,148.0,2.19,229.0,0.0,2.6,45.0,0.87,False,True,True,False
11_0007,"Egg, duck, whole, boiled* (without salt)",,"Egg, duck, whole, boiled* (without salt)",Eggs,ডিম,11,214.0,15.3,16.2,1.6,0.0,65.6,73.0,2.7,13.0,238.0,240.0,147.0,1.52,391.0,0.0,1.9,73.0,0.89,False,True,True,False
12_0001,"Buttermilk, fluid, low fat Ghol","Buttermilk, fluid, low fat Ghol","Buttermilk, fluid, low fat Ghol",Milk & Dairy,দুধ ও দুগ্ধজাত,12,33.0,3.4,0.7,3.1,0.0,92.2,103.0,0.0,12.0,92.0,152.0,68.0,0.41,8.0,0.7,0.0,6.0,1.0,False,False,False,False
12_0002,"Cheese, cottage, 25% fat Poneer","Cheese, cottage, 25% fat Poneer","Cheese, cottage, 25% fat Poneer",Milk & Dairy,দুধ ও দুগ্ধজাত,12,346.0,24.6,25.1,5.4,0.0,40.3,790.0,0.3,22.0,414.0,83.0,509.0,3.55,25.0,0.0,182.0,40.0,1.0,False,False,False,False
12_0003,"Curd, sweetened, whole milk Doi, misti","Curd, sweetened, whole milk Doi, misti","Curd, sweetened, whole milk Doi, misti",Milk & Dairy,দুধ ও দুগ্ধজাত,12,94.0,3.2,4.0,11.4,0.0,80.6,103.0,0.1,13.0,90.0,131.0,51.0,0.45,32.0,1.0,0.0,9.0,1.0,False,False,False,False
12_0004,"Milk, buffalo, whole fat Mohiser dudh","Milk, buffalo, whole fat Mohiser dudh","Milk, buffalo, whole fat Mohiser dudh",Milk & Dairy,দুধ ও দুগ্ধজাত,12,101.0,3.8,7.5,4.7,0.0,83.3,206.0,0.2,18.0,246.0,178.0,52.0,0.22,,,,,1.0,False,False,False,False
12_0005,"Milk, cow, powder, skimmed","Milk, cow, powder, skimmed","Milk, cow, powder, skimmed",Milk & Dairy,দুধ ও দুগ্ধজাত,12,358.0,37.6,1.0,49.8,0.0,3.8,1370.0,1.1,110.0,956.0,1600.0,435.0,4.7,0.0,5.0,0.0,21.0,1.0,False,False,False,False
12_0006,"Milk, cow, powder, whole","Milk, cow, powder, whole","Milk, cow, powder, whole",Milk & Dairy,দুধ ও দুগ্ধজাত,12,497.0,26.6,26.7,37.5,0.0,3.2,959.0,0.7,92.0,758.0,1180.0,365.0,3.71,238.0,10.7,0.0,38.0,1.0,False,False,False,False
12_0007,"Milk, cow, skimmed","Milk, cow, skimmed","Milk, cow, skimmed",Milk & Dairy,দুধ ও দুগ্ধজাত,12,30.0,3.1,0.1,4.1,0.0,92.1,103.0,0.1,13.0,90.0,131.0,51.0,0.45,0.0,1.0,0.0,9.0,1.0,False,False,False,False
12_0008,"Milk, cow, whole fat (pasteurized, UTH)","Milk, cow, whole fat (pasteurized, UTH)","Milk, cow, whole fat (pasteurized, UTH)",Milk & Dairy,দুধ ও দুগ্ধজাত,12,63.0,3.1,3.7,4.3,0.0,88.3,103.0,0.1,13.0,90.0,131.0,51.0,0.45,32.0,2.0,0.0,9.0,1.0,False,False,False,False
12_0009,"soho Milk, cow, whole, condensed, Kondense milk, Goru, chini","soho Milk, cow, whole, condensed, Kondense milk, Goru, chini","soho Milk, cow, whole, condensed, Kondense milk, Goru, chini",Milk & Dairy,দুধ ও দুগ্ধজাত,12,334.0,8.2,9.4,54.0,0.0,26.5,287.0,0.2,28.0,247.0,366.0,134.0,0.97,95.0,3.3,0.2,13.0,1.0,False,False,False,False
12_0010,"Milk, goat, combined breeds Chagoler dudh","Milk, goat, combined breeds Chagoler dudh","Milk, goat, combined breeds Chagoler dudh",Milk & Dairy,দুধ ও দুগ্ধজাত,12,68.0,3.5,4.1,4.3,0.0,87.2,152.0,0.2,14.0,111.0,204.0,50.0,0.3,32.0,1.2,0.06,1.0,1.0,False,False,False,False
12_0011,"Milk, human, colostrum, raw",Shaldudh,"Milk, human, colostrum, raw Shaldudh",Milk & Dairy,দুধ ও দুগ্ধজাত,12,58.0,2.0,2.6,6.6,0.0,88.2,28.0,0.1,3.0,14.0,70.0,47.0,0.6,166.0,7.0,0.0,2.0,1.0,True,False,False,False
12_0012,"Milk, human, mature, raw",Mayer dudh,"Milk, human, mature, raw Mayer dudh",Milk & Dairy,দুধ ও দুগ্ধজাত,12,69.0,1.2,4.0,7.2,0.0,87.4,32.0,0.1,3.0,15.0,56.0,16.0,0.26,56.0,4.3,0.1,5.0,1.0,True,False,False,False
12_0013,Payesh* Payesh,Payesh* Payesh,Payesh* Payesh,Milk & Dairy,দুধ ও দুগ্ধজাত,12,205.0,4.3,4.7,36.2,0.2,53.8,132.0,0.2,31.0,120.0,169.0,65.0,0.65,39.0,1.7,0.0,7.0,1.0,False,False,True,False
13_0001,"Butter, salted Makhon, nonta","Butter, salted Makhon, nonta","Butter, salted Makhon, nonta",Fats & Oils,তেল ও চর্বি,13,733.0,0.9,81.0,0.2,0.0,15.9,24.0,0.0,2.0,24.0,24.0,714.0,0.09,633.0,0.0,1.5,3.0,1.0,False,False,False,False
13_0002,Cottonseed oil Tular bij er tel,Cottonseed oil Tular bij er tel,Cottonseed oil Tular bij er tel,Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False
13_0003,"Fish oil, cod liver Kod liver tel","Fish oil, cod liver Kod liver tel","Fish oil, cod liver Kod liver tel",Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.06,2500.0,0.0,250.0,0.0,1.0,False,False,False,False
13_0004,"Ghee, cow Ghee, gorur","Ghee, cow Ghee, gorur","Ghee, cow Ghee, gorur",Fats & Oils,তেল ও চর্বি,13,898.0,0.0,99.8,0.0,0.0,0.1,1.0,0.2,0.0,0.0,1.0,2.0,0.01,,,,,1.0,False,False,False,False
13_0005,"Ghee, vegetable Dalda/Bonoshpati","Ghee, vegetable Dalda/Bonoshpati","Ghee, vegetable Dalda/Bonoshpati",Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,1.0,1.0,0.04,,,,,1.0,False,False,False,False
13_0006,Margarine Margarine,Margarine Margarine,Margarine Margarine,Fats & Oils,তেল ও চর্বি,13,750.0,0.3,83.3,0.0,0.0,16.0,10.0,0.1,2.0,10.0,52.0,504.0,0.05,810.0,0.0,0.0,2.0,1.0,False,False,False,False
13_0007,"Mayonnaise, salted Mayonnaise, nonta","Mayonnaise, salted Mayonnaise, nonta","Mayonnaise, salted Mayonnaise, nonta",Fats & Oils,তেল ও চর্বি,13,732.0,1.5,80.6,0.0,0.0,16.4,8.0,0.3,4.0,43.0,25.0,488.0,0.25,,,,,1.0,False,False,False,False
13_0008,Mustard oil Sorishar tel,Mustard oil Sorishar tel,Mustard oil Sorishar tel,Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,False,False,False,False
13_0009,Palm oil Palm tel,Palm oil Palm tel,Palm oil Palm tel,Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False
13_0010,Peanut oil China badam er tel,Peanut oil China badam er tel,Peanut oil China badam er tel,Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,False,False,False,False
13_0011,Sesame oil Tiler tel,Sesame oil Tiler tel,Sesame oil Tiler tel,Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False
13_0012,Soybean oil Soybean tel,Soybean oil Soybean tel,Soybean oil Soybean tel,Fats & Oils,তেল ও চর্বি,13,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,False,False,False,False
14_0001,Coconut water Daber pani,Coconut water Daber pani,Coconut water Daber pani,Beverages,পানীয়,14,20.0,0.6,0.3,3.2,1.1,94.5,20.0,0.2,25.0,18.0,260.0,96.0,0.1,0.0,3.3,0.0,3.0,1.0,False,False,False,False
14_0002,"Coffee, dudh o chini soho","Coffee, dudh o chini soho","Coffee, dudh o chini soho",Beverages,পানীয়,14,38.0,0.9,0.8,6.8,0.0,91.3,33.0,0.2,7.0,25.0,65.0,14.0,0.12,7.0,0.3,0.0,1.0,1.0,False,False,False,False
14_0003,"Coffee, powder Coffee","Coffee, powder Coffee","Coffee, powder Coffee",Beverages,পানীয়,14,355.0,12.2,0.5,75.4,0.0,3.1,141.0,4.4,327.0,303.0,3540.0,37.0,0.35,0.0,0.0,0.0,0.0,1.0,False,False,False,False
14_0004,"Soft drinks, carbonated Komol paniyo","Soft drinks, carbonated Komol paniyo","Soft drinks, carbonated Komol paniyo",Beverages,পানীয়,14,41.0,0.0,0.0,10.3,0.0,89.6,6.0,0.3,0.0,11.0,1.0,4.0,0.02,0.0,0.0,0.0,0.0,1.0,False,False,False,False
14_0005,Soya milk (not sweetened) Soybean dudh,Soya milk (not sweetened) Soybean dudh,Soya milk (not sweetened) Soybean dudh,Beverages,পানীয়,14,54.0,2.8,2.4,4.9,0.5,87.8,13.0,0.43,15.0,48.0,74.0,32.0,0.3,0.0,0.0,0.0,9.0,1.0,False,False,False,False
14_0006,Sugar cane Juice Akher ross,Sugar cane Juice Akher ross,Sugar cane Juice Akher ross,Beverages,পানীয়,14,33.0,0.7,0.0,7.5,0.0,91.7,8.0,1.1,10.0,6.0,25.0,7.0,0.01,,,,,1.0,False,False,False,False
14_0007,Dudh cha,Dudh cha,Dudh cha,Beverages,পানীয়,14,41.0,0.73,0.8,7.6,0.2,90.4,28.0,0.4,5.0,23.0,48.0,14.0,0.11,,,,,1.0,False,False,False,False
14_0008,"Tea, infusion (with sugar) Likar cha","Tea, infusion (with sugar) Likar cha","Tea, infusion (with sugar) Likar cha",Beverages,পানীয়,14,29.0,0.21,0.0,7.1,0.1,92.4,5.0,0.1,4.0,3.0,64.0,3.0,0.03,,,,,1.0,False,False,False,False
14_0009,"Tea, powder Cha pata","Tea, powder Cha pata","Tea, powder Cha pata",Beverages,পানীয়,14,296.0,20.2,0.0,49.5,8.5,5.7,118.0,2.3,272.0,239.0,6040.0,72.0,1.69,0.0,0.0,0.0,103.0,1.0,False,False,False,False
14_0010,"Water, drinking Khabar pani","Water, drinking Khabar pani","Water, drinking Khabar pani",Beverages,পানীয়,14,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.1,2.0,0.0,0.0,3.0,0.002,0.0,0.0,0.0,0.0,1.0,False,False,False,False
15_0001,Baking powder,Baking powder,Baking powder,Miscellaneous,বিবিধ,15,,,,,,,11300.0,0.0,9.0,8430.0,49.0,11800.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True
15_0002,"Betel leaves, raw",Pan pata,"Betel leaves, raw Pan pata",Miscellaneous,বিবিধ,15,42.0,3.1,0.4,4.1,4.7,85.4,230.0,7.0,82.0,60.0,684.0,3.0,1.0,,,,,1.0,True,False,False,False
15_0003,Honey Modhu,Honey Modhu,Honey Modhu,Miscellaneous,বিবিধ,15,326.0,0.3,0.0,81.1,0.2,18.2,5.0,0.5,2.0,9.0,51.0,9.0,0.49,0.0,1.4,0.0,1.0,1.0,False,False,False,False
15_0004,"Jaggery, sugarcane, solid Gur, Akh","Jaggery, sugarcane, solid Gur, Akh","Jaggery, sugarcane, solid Gur, Akh",Miscellaneous,বিবিধ,15,385.0,0.5,0.1,95.4,0.0,3.4,92.0,1.6,120.0,72.0,290.0,79.0,0.1,,,,,1.0,False,False,False,False
15_0005,"Jaggery/Panela, date palm Gur, Khejur","Jaggery/Panela, date palm Gur, Khejur","Jaggery/Panela, date palm Gur, Khejur",Miscellaneous,বিবিধ,15,352.0,1.5,0.3,85.7,0.3,9.6,,,,,,,,,,,,1.0,False,False,False,False
15_0006,"Jagggery liquid, date palm Nolen gur","Jagggery liquid, date palm Nolen gur","Jagggery liquid, date palm Nolen gur",Miscellaneous,বিবিধ,15,86.0,0.3,0.1,20.9,0.1,78.3,,,,,,,,,,,,1.0,False,False,False,False
15_0007,Salt,Salt,Salt,Miscellaneous,বিবিধ,15,,,,,,,0.0,0.0,0.0,0.0,0.0,39340.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True
15_0008,"Sugar, white Chini, sada","Sugar, white Chini, sada","Sugar, white Chini, sada",Miscellaneous,বিবিধ,15,398.0,0.0,0.0,99.5,0.0,0.4,12.0,0.2,2.0,1.0,5.0,5.0,0.1,0.0,0.0,0.0,0.0,1.0,False,False,False,False
